# batch      l2_tst    l2_trn    l2_e_tst  l2_e_trn    l2_f_tst  l2_f_trn         lr
 790200    9.89e-01  1.07e+00    6.70e-03  7.99e-03    8.45e-02  9.14e-02    1.4e-04
 790300    9.84e-01  1.09e+00    2.04e-03  1.62e-03    8.43e-02  9.36e-02    1.4e-04
 790400    6.26e-01  6.69e-01    2.75e-03  2.49e-03    5.35e-02  5.73e-02    1.4e-04
 790500    6.57e-01  6.67e-01    2.74e-03  4.17e-03    5.62e-02  5.69e-02    1.4e-04
 790600    1.57e+00  1.48e+00    5.15e-03  1.52e-03    1.35e-01  1.27e-01    1.4e-04
 790700    1.15e+00  1.08e+00    2.79e-03  2.43e-03    9.85e-02  9.27e-02    1.4e-04
 790800    1.19e+00  1.44e+00    9.05e-03  8.63e-03    1.01e-01  1.23e-01    1.4e-04
 790900    1.16e+00  1.39e+00    5.24e-03  1.83e-03    9.93e-02  1.19e-01    1.4e-04
 791000    9.88e-01  8.10e-01    9.79e-03  8.56e-03    8.41e-02  6.88e-02    1.4e-04
 791100    1.14e+00  1.18e+00    2.77e-03  9.72e-04    9.79e-02  1.01e-01    1.4e-04
 791200    1.13e+00  1.20e+00    9.88e-03  8.88e-03    9.64e-02  1.03e-01    1.4e-04
 791300    1.18e+00  1.35e+00    1.85e-02  1.71e-02    9.93e-02  1.14e-01    1.4e-04
 791400    1.28e+00  1.40e+00    3.56e-03  2.47e-03    1.09e-01  1.20e-01    1.4e-04
 791500    1.23e+00  1.18e+00    9.18e-03  8.89e-03    1.05e-01  1.00e-01    1.4e-04
 791600    1.13e+00  1.12e+00    3.24e-03  1.38e-03    9.66e-02  9.63e-02    1.4e-04
 791700    6.95e-01  7.26e-01    1.26e-02  1.49e-02    5.79e-02  6.00e-02    1.4e-04
 791800    1.08e+00  1.03e+00    5.24e-03  6.05e-03    9.23e-02  8.81e-02    1.4e-04
 791900    5.05e-01  5.65e-01    5.01e-03  6.99e-03    4.31e-02  4.82e-02    1.4e-04
 792000    1.16e+00  1.06e+00    5.61e-03  1.52e-03    9.93e-02  9.04e-02    1.4e-04
 792100    1.69e+00  1.62e+00    5.12e-03  7.91e-03    1.45e-01  1.38e-01    1.4e-04
 792200    1.13e+00  1.22e+00    4.55e-03  4.35e-03    9.68e-02  1.04e-01    1.4e-04
 792300    1.16e+00  1.09e+00    4.27e-03  1.16e-03    9.95e-02  9.38e-02    1.4e-04
 792400    6.23e-01  5.93e-01    2.22e-03  1.92e-03    5.33e-02  5.08e-02    1.4e-04
 792500    1.35e+00  1.18e+00    1.13e-03  5.92e-04    1.16e-01  1.01e-01    1.4e-04
 792600    1.13e+00  8.89e-01    2.82e-03  3.98e-03    9.69e-02  7.61e-02    1.4e-04
 792700    9.90e-01  9.48e-01    7.25e-03  6.94e-04    8.45e-02  8.12e-02    1.4e-04
 792800    1.17e+00  1.27e+00    4.71e-03  1.41e-03    1.00e-01  1.09e-01    1.4e-04
 792900    6.82e-01  7.14e-01    5.81e-03  7.39e-03    5.81e-02  6.06e-02    1.4e-04
 793000    1.19e+00  1.24e+00    6.36e-03  6.47e-03    1.01e-01  1.06e-01    1.4e-04
 793100    9.90e-01  9.40e-01    1.74e-03  7.37e-04    8.48e-02  8.05e-02    1.4e-04
 793200    9.86e-01  1.19e+00    6.46e-03  2.09e-03    8.42e-02  1.02e-01    1.4e-04
 793300    1.22e+00  1.17e+00    3.52e-02  3.34e-02    9.80e-02  9.37e-02    1.4e-04
 793400    1.69e+00  1.43e+00    2.47e-03  2.58e-03    1.45e-01  1.22e-01    1.4e-04
 793500    1.22e+00  1.31e+00    1.25e-02  1.25e-02    1.04e-01  1.12e-01    1.4e-04
 793600    1.15e+00  1.03e+00    4.46e-03  2.40e-03    9.82e-02  8.78e-02    1.4e-04
 793700    9.87e-01  4.21e-01    3.26e-03  2.93e-03    8.46e-02  3.60e-02    1.4e-04
 793800    1.17e+00  1.49e+00    2.81e-03  1.01e-03    1.00e-01  1.28e-01    1.4e-04
 793900    1.11e+00  1.19e+00    3.43e-03  3.12e-03    9.47e-02  1.02e-01    1.4e-04
 794000    1.15e+00  1.37e+00    6.10e-03  8.81e-03    9.85e-02  1.17e-01    1.4e-04
 794100    1.13e+00  9.83e-01    2.58e-03  1.67e-03    9.72e-02  8.42e-02    1.4e-04
 794200    9.93e-01  9.45e-01    8.86e-03  2.05e-03    8.46e-02  8.09e-02    1.4e-04
 794300    1.14e+00  1.10e+00    6.17e-03  6.56e-03    9.73e-02  9.37e-02    1.4e-04
 794400    1.12e+00  1.41e+00    5.51e-03  1.21e-03    9.59e-02  1.21e-01    1.4e-04
 794500    9.76e-01  1.08e+00    6.25e-03  4.27e-03    8.34e-02  9.26e-02    1.4e-04
 794600    1.14e+00  1.24e+00    9.49e-03  1.10e-02    9.71e-02  1.05e-01    1.4e-04
 794700    1.14e+00  1.09e+00    1.20e-02  8.09e-03    9.72e-02  9.33e-02    1.4e-04
 794800    9.84e-01  9.17e-01    9.01e-03  1.18e-02    8.38e-02  7.76e-02    1.4e-04
 794900    1.15e+00  1.13e+00    9.07e-03  1.34e-02    9.83e-02  9.59e-02    1.4e-04
 795000    9.83e-01  8.98e-01    1.73e-03  1.22e-03    8.42e-02  7.70e-02    1.4e-04
 795100    1.16e+00  1.28e+00    4.49e-03  5.79e-03    9.93e-02  1.10e-01    1.4e-04
 795200    9.98e-01  1.01e+00    3.69e-03  4.23e-03    8.54e-02  8.66e-02    1.4e-04
 795300    1.16e+00  1.13e+00    8.50e-03  5.64e-03    9.89e-02  9.63e-02    1.4e-04
 795400    1.13e+00  1.06e+00    1.22e-02  1.22e-02    9.63e-02  8.96e-02    1.4e-04
 795500    9.98e-01  9.42e-01    5.20e-03  3.63e-03    8.53e-02  8.07e-02    1.4e-04
 795600    1.26e+00  1.20e+00    2.64e-03  3.79e-04    1.08e-01  1.03e-01    1.4e-04
 795700    1.14e+00  1.02e+00    4.10e-03  2.06e-04    9.72e-02  8.76e-02    1.4e-04
 795800    1.15e+00  1.11e+00    3.74e-03  3.80e-03    9.85e-02  9.52e-02    1.4e-04
 795900    1.13e+00  1.08e+00    8.74e-03  1.10e-02    9.65e-02  9.16e-02    1.4e-04
 796000    1.09e+00  1.14e+00    1.03e-02  1.12e-02    9.24e-02  9.73e-02    1.4e-04
 796100    1.15e+00  1.30e+00    3.60e-03  4.39e-03    9.83e-02  1.11e-01    1.4e-04
 796200    1.25e+00  1.28e+00    2.20e-03  1.98e-03    1.07e-01  1.10e-01    1.4e-04
 796300    1.02e+00  9.69e-01    6.58e-03  5.26e-03    8.72e-02  8.28e-02    1.4e-04
 796400    7.17e-01  9.74e-01    1.93e-02  1.22e-02    5.76e-02  8.24e-02    1.4e-04
 796500    1.14e+00  1.05e+00    1.49e-03  8.44e-04    9.75e-02  9.03e-02    1.4e-04
 796600    1.15e+00  1.32e+00    1.76e-03  8.28e-04    9.83e-02  1.13e-01    1.4e-04
 796700    1.68e+00  1.88e+00    4.13e-03  4.91e-03    1.44e-01  1.61e-01    1.4e-04
 796800    6.07e-01  6.58e-01    3.70e-02  3.70e-02    4.47e-02  4.97e-02    1.4e-04
 796900    1.67e+00  1.62e+00    3.79e-03  7.62e-03    1.43e-01  1.38e-01    1.4e-04
 797000    9.77e-01  8.34e-01    1.11e-02  8.84e-03    8.29e-02  7.08e-02    1.4e-04
 797100    6.29e-01  6.70e-01    4.16e-03  3.18e-03    5.37e-02  5.73e-02    1.4e-04
 797200    1.27e+00  1.55e+00    3.39e-03  3.82e-03    1.09e-01  1.33e-01    1.4e-04
 797300    9.71e-01  1.08e+00    1.89e-03  1.54e-04    8.32e-02  9.26e-02    1.4e-04
 797400    1.15e+00  9.68e-01    3.64e-03  2.46e-03    9.82e-02  8.29e-02    1.4e-04
 797500    1.21e+00  1.12e+00    1.00e-02  9.46e-03    1.03e-01  9.57e-02    1.4e-04
 797600    6.26e-01  6.29e-01    5.39e-03  5.62e-03    5.33e-02  5.36e-02    1.4e-04
 797700    1.71e+00  1.83e+00    2.30e-03  1.81e-03    1.46e-01  1.57e-01    1.4e-04
 797800    9.84e-01  8.31e-01    4.77e-03  2.07e-03    8.42e-02  7.11e-02    1.4e-04
 797900    1.16e+00  1.14e+00    8.75e-03  5.97e-03    9.87e-02  9.73e-02    1.4e-04
 798000    1.16e+00  1.03e+00    2.84e-03  2.29e-03    9.91e-02  8.78e-02    1.4e-04
 798100    6.24e-01  6.21e-01    2.81e-03  2.48e-03    5.34e-02  5.31e-02    1.4e-04
 798200    6.69e-01  4.60e-01    1.18e-02  1.16e-02    5.73e-02  3.94e-02    1.4e-04
 798300    9.90e-01  8.81e-01    1.18e-02  1.35e-02    8.39e-02  7.41e-02    1.4e-04
 798400    7.35e-01  5.37e-01    4.70e-03  4.03e-03    6.30e-02  4.60e-02    1.4e-04
 798500    1.17e+00  1.19e+00    1.16e-02  8.25e-03    9.96e-02  1.02e-01    1.4e-04
 798600    1.16e+00  1.19e+00    3.06e-03  1.34e-03    9.95e-02  1.02e-01    1.4e-04
 798700    6.82e-01  6.94e-01    1.68e-03  9.65e-04    5.84e-02  5.94e-02    1.4e-04
 798800    1.14e+00  1.02e+00    2.74e-03  3.14e-03    9.81e-02  8.77e-02    1.4e-04
 798900    1.41e+00  1.36e+00    2.30e-02  2.16e-02    1.18e-01  1.14e-01    1.4e-04
 799000    1.18e+00  9.58e-01    5.46e-03  2.67e-03    1.01e-01  8.20e-02    1.4e-04
 799100    5.16e-01  4.55e-01    6.91e-03  4.04e-03    4.39e-02  3.89e-02    1.4e-04
 799200    6.30e-01  6.13e-01    2.22e-03  1.41e-03    5.39e-02  5.25e-02    1.4e-04
 799300    9.92e-01  1.02e+00    8.56e-03  4.60e-03    8.45e-02  8.70e-02    1.4e-04
 799400    1.13e+00  9.51e-01    5.12e-03  3.80e-03    9.70e-02  8.14e-02    1.4e-04
 799500    1.20e+00  1.24e+00    3.76e-03  6.17e-04    1.02e-01  1.07e-01    1.4e-04
 799600    1.15e+00  1.06e+00    9.73e-03  9.00e-03    9.77e-02  9.01e-02    1.4e-04
 799700    7.21e-01  7.50e-01    1.86e-02  2.08e-02    5.82e-02  6.00e-02    1.4e-04
 799800    1.13e+00  1.09e+00    5.56e-03  1.40e-03    9.67e-02  9.31e-02    1.4e-04
 799900    1.69e+00  1.62e+00    2.50e-03  1.54e-04    1.44e-01  1.39e-01    1.4e-04
 800000    6.06e-01  6.44e-01    1.70e-03  8.33e-04    5.33e-02  5.66e-02    1.3e-04
 800100    1.11e+00  1.06e+00    6.72e-03  6.47e-03    9.73e-02  9.28e-02    1.3e-04
 800200    7.43e-01  9.25e-01    1.24e-02  1.07e-02    6.38e-02  8.04e-02    1.3e-04
 800300    1.11e+00  1.15e+00    8.91e-03  8.70e-03    9.75e-02  1.00e-01    1.3e-04
 800400    6.69e-01  5.93e-01    5.58e-03  6.33e-03    5.84e-02  5.16e-02    1.3e-04
 800500    1.12e+00  8.92e-01    2.75e-03  3.83e-03    9.86e-02  7.83e-02    1.3e-04
 800600    1.12e+00  1.10e+00    6.08e-03  2.10e-04    9.81e-02  9.69e-02    1.3e-04
 800700    1.13e+00  1.16e+00    3.97e-03  4.21e-03    9.94e-02  1.02e-01    1.3e-04
 800800    1.11e+00  1.14e+00    2.61e-03  1.62e-03    9.77e-02  1.00e-01    1.3e-04
 800900    1.16e+00  1.03e+00    3.29e-03  8.12e-04    1.02e-01  9.09e-02    1.3e-04
 801000    1.11e+00  1.21e+00    9.37e-03  1.07e-02    9.71e-02  1.06e-01    1.3e-04
 801100    6.79e-01  8.39e-01    9.57e-03  6.69e-03    5.87e-02  7.34e-02    1.3e-04
 801200    1.57e+00  1.66e+00    9.70e-03  1.49e-02    1.38e-01  1.45e-01    1.3e-04
 801300    9.65e-01  1.10e+00    1.05e-02  1.40e-02    8.41e-02  9.50e-02    1.3e-04
 801400    1.09e+00  1.57e+00    1.07e-02  4.84e-04    9.55e-02  1.38e-01    1.3e-04
 801500    6.80e-01  7.31e-01    3.00e-03  4.32e-03    5.97e-02  6.40e-02    1.3e-04
 801600    9.56e-01  1.15e+00    2.05e-03  3.78e-03    8.40e-02  1.01e-01    1.3e-04
 801700    9.77e-01  1.06e+00    9.03e-03  5.92e-03    8.53e-02  9.26e-02    1.3e-04
 801800    1.64e+00  1.67e+00    2.45e-03  7.08e-04    1.44e-01  1.47e-01    1.3e-04
 801900    1.55e+00  1.39e+00    2.62e-03  1.80e-03    1.36e-01  1.22e-01    1.3e-04
 802000    1.12e+00  1.03e+00    1.05e-02  1.11e-02    9.82e-02  8.93e-02    1.3e-04
 802100    9.59e-01  9.52e-01    9.12e-03  6.87e-03    8.38e-02  8.34e-02    1.3e-04
 802200    6.77e-01  6.36e-01    6.43e-03  4.86e-03    5.90e-02  5.56e-02    1.3e-04
 802300    1.11e+00  9.92e-01    4.37e-03  4.47e-03    9.73e-02  8.71e-02    1.3e-04
 802400    1.10e+00  1.09e+00    4.39e-03  2.69e-03    9.66e-02  9.59e-02    1.3e-04
 802500    4.80e-01  5.72e-01    3.21e-03  3.03e-03    4.21e-02  5.02e-02    1.3e-04
 802600    9.64e-01  1.07e+00    5.99e-03  9.02e-03    8.45e-02  9.37e-02    1.3e-04
 802700    1.14e+00  9.41e-01    4.35e-03  2.04e-03    9.98e-02  8.27e-02    1.3e-04
 802800    1.11e+00  1.13e+00    7.68e-03  5.97e-03    9.77e-02  9.95e-02    1.3e-04
 802900    9.53e-01  9.54e-01    3.76e-03  4.31e-03    8.37e-02  8.38e-02    1.3e-04
 803000    1.37e+00  1.32e+00    8.42e-03  9.51e-03    1.20e-01  1.16e-01    1.3e-04
 803100    1.12e+00  1.13e+00    3.35e-03  3.64e-03    9.88e-02  9.94e-02    1.3e-04
 803200    1.35e+00  1.44e+00    3.69e-03  3.60e-03    1.19e-01  1.27e-01    1.3e-04
 803300    9.56e-01  1.00e+00    5.41e-03  1.42e-03    8.39e-02  8.80e-02    1.3e-04
 803400    1.11e+00  9.54e-01    3.62e-03  1.47e-03    9.74e-02  8.38e-02    1.3e-04
 803500    1.12e+00  1.11e+00    5.34e-03  4.66e-03    9.82e-02  9.76e-02    1.3e-04
 803600    5.14e-01  6.30e-01    1.57e-02  1.77e-02    4.37e-02  5.38e-02    1.3e-04
 803700    1.09e+00  9.90e-01    7.64e-03  6.20e-03    9.58e-02  8.67e-02    1.3e-04
 803800    9.43e-01  1.03e+00    4.05e-03  3.49e-03    8.28e-02  9.02e-02    1.3e-04
 803900    5.05e-01  5.05e-01    1.84e-03  2.21e-03    4.44e-02  4.43e-02    1.3e-04
 804000    9.65e-01  9.94e-01    5.50e-03  8.79e-03    8.46e-02  8.68e-02    1.3e-04
 804100    6.80e-01  6.45e-01    4.07e-03  4.23e-03    5.96e-02  5.65e-02    1.3e-04
 804200    9.64e-01  9.59e-01    1.70e-03  1.14e-03    8.48e-02  8.43e-02    1.3e-04
 804300    1.11e+00  1.21e+00    6.38e-03  5.11e-03    9.73e-02  1.06e-01    1.3e-04
 804400    1.12e+00  1.21e+00    4.50e-03  4.23e-03    9.85e-02  1.06e-01    1.3e-04
 804500    1.34e+00  1.18e+00    2.25e-03  3.24e-03    1.18e-01  1.03e-01    1.3e-04
 804600    1.36e+00  1.52e+00    1.49e-02  1.47e-02    1.18e-01  1.33e-01    1.3e-04
 804700    1.56e+00  1.43e+00    5.29e-03  3.37e-03    1.37e-01  1.26e-01    1.3e-04
 804800    9.57e-01  9.66e-01    4.00e-03  1.88e-06    8.41e-02  8.49e-02    1.3e-04
 804900    1.11e+00  1.02e+00    6.88e-03  5.82e-03    9.75e-02  8.93e-02    1.3e-04
 805000    1.08e+00  1.50e+00    3.36e-03  5.70e-03    9.47e-02  1.32e-01    1.3e-04
 805100    1.11e+00  1.04e+00    2.93e-03  3.14e-04    9.74e-02  9.16e-02    1.3e-04
 805200    9.59e-01  8.25e-01    1.73e-03  1.46e-03    8.43e-02  7.26e-02    1.3e-04
 805300    9.98e-01  1.14e+00    6.45e-03  1.08e-02    8.74e-02  9.97e-02    1.3e-04
 805400    1.11e+00  1.09e+00    2.36e-03  1.26e-03    9.74e-02  9.60e-02    1.3e-04
 805500    1.12e+00  1.46e+00    6.48e-03  6.09e-03    9.84e-02  1.28e-01    1.3e-04
 805600    1.10e+00  1.11e+00    3.57e-03  2.39e-03    9.66e-02  9.74e-02    1.3e-04
 805700    1.53e+00  1.32e+00    3.21e-03  1.77e-03    1.34e-01  1.16e-01    1.3e-04
 805800    1.11e+00  1.06e+00    1.26e-02  1.17e-02    9.66e-02  9.26e-02    1.3e-04
 805900    9.52e-01  1.34e+00    9.29e-03  9.61e-03    8.31e-02  1.17e-01    1.3e-04
 806000    1.13e+00  1.24e+00    3.80e-03  8.97e-04    9.93e-02  1.09e-01    1.3e-04
 806100    9.45e-01  8.54e-01    1.55e-03  3.79e-04    8.31e-02  7.50e-02    1.3e-04
 806200    9.49e-01  9.71e-01    5.53e-03  4.15e-03    8.32e-02  8.53e-02    1.3e-04
 806300    1.09e+00  9.54e-01    3.04e-03  6.42e-04    9.54e-02  8.39e-02    1.3e-04
 806400    9.69e-01  1.03e+00    3.63e-03  2.31e-03    8.51e-02  9.07e-02    1.3e-04
 806500    1.65e+00  1.39e+00    5.72e-03  1.07e-02    1.45e-01  1.22e-01    1.3e-04
 806600    1.12e+00  1.09e+00    3.37e-03  4.18e-03    9.80e-02  9.60e-02    1.3e-04
 806700    6.72e-01  6.42e-01    5.06e-03  4.02e-03    5.88e-02  5.63e-02    1.3e-04
 806800    9.43e-01  1.01e+00    2.66e-03  2.78e-03    8.29e-02  8.89e-02    1.3e-04
 806900    1.12e+00  1.09e+00    1.22e-02  1.33e-02    9.73e-02  9.43e-02    1.3e-04
 807000    1.36e+00  1.24e+00    1.02e-03  1.76e-03    1.20e-01  1.09e-01    1.3e-04
 807100    1.54e+00  1.42e+00    5.78e-03  4.90e-03    1.35e-01  1.25e-01    1.3e-04
 807200    6.67e-01  6.86e-01    2.32e-03  4.57e-04    5.86e-02  6.03e-02    1.3e-04
 807300    1.12e+00  1.07e+00    4.03e-03  2.38e-03    9.83e-02  9.37e-02    1.3e-04
 807400    1.10e+00  1.18e+00    2.96e-03  1.82e-03    9.66e-02  1.03e-01    1.3e-04
 807500    1.01e+00  9.59e-01    3.65e-03  6.18e-03    8.83e-02  8.40e-02    1.3e-04
 807600    9.49e-01  8.53e-01    5.64e-03  1.20e-03    8.32e-02  7.50e-02    1.3e-04
 807700    1.11e+00  9.25e-01    4.07e-03  1.33e-03    9.73e-02  8.13e-02    1.3e-04
 807800    1.11e+00  1.19e+00    2.58e-03  4.73e-03    9.77e-02  1.04e-01    1.3e-04
 807900    1.12e+00  8.44e-01    8.31e-03  5.90e-03    9.85e-02  7.39e-02    1.3e-04
 808000    6.72e-01  6.60e-01    4.83e-03  4.65e-03    5.88e-02  5.78e-02    1.3e-04
 808100    1.12e+00  1.13e+00    2.79e-03  9.06e-05    9.82e-02  9.93e-02    1.3e-04
 808200    9.55e-01  4.08e-01    2.26e-03  3.51e-03    8.39e-02  3.58e-02    1.3e-04
 808300    1.10e+00  1.33e+00    1.03e-02  4.57e-03    9.60e-02  1.16e-01    1.3e-04
 808400    9.77e-01  9.37e-01    1.12e-02  5.94e-03    8.50e-02  8.21e-02    1.3e-04
 808500    6.67e-01  8.28e-01    5.36e-03  1.13e-03    5.83e-02  7.28e-02    1.3e-04
 808600    1.12e+00  1.03e+00    3.02e-03  1.38e-03    9.82e-02  9.06e-02    1.3e-04
 808700    1.14e+00  1.25e+00    7.58e-03  1.49e-03    9.97e-02  1.10e-01    1.3e-04
 808800    9.56e-01  1.01e+00    2.26e-03  2.66e-03    8.40e-02  8.89e-02    1.3e-04
 808900    1.11e+00  1.02e+00    2.13e-03  2.70e-04    9.76e-02  8.94e-02    1.3e-04
 809000    1.08e+00  1.01e+00    3.74e-03  1.85e-03    9.52e-02  8.91e-02    1.3e-04
 809100    1.12e+00  9.24e-01    7.84e-03  3.93e-03    9.83e-02  8.11e-02    1.3e-04
 809200    1.11e+00  1.08e+00    1.74e-03  1.92e-03    9.77e-02  9.50e-02    1.3e-04
 809300    1.66e+00  1.65e+00    3.01e-03  2.40e-03    1.45e-01  1.45e-01    1.3e-04
 809400    1.21e+00  1.14e+00    2.00e-03  2.21e-03    1.07e-01  1.00e-01    1.3e-04
 809500    1.12e+00  1.16e+00    1.16e-02  8.81e-03    9.74e-02  1.01e-01    1.3e-04
 809600    9.69e-01  9.55e-01    4.90e-03  6.29e-04    8.50e-02  8.39e-02    1.3e-04
 809700    9.36e-01  9.73e-01    3.93e-03  4.23e-03    8.22e-02  8.54e-02    1.3e-04
 809800    9.66e-01  1.12e+00    4.54e-03  3.29e-03    8.47e-02  9.84e-02    1.3e-04
 809900    1.74e+00  1.74e+00    2.59e-03  1.81e-03    1.53e-01  1.53e-01    1.3e-04
 810000    1.09e+00  1.15e+00    1.28e-02  1.25e-02    9.48e-02  1.00e-01    1.3e-04
 810100    6.57e-01  7.31e-01    1.22e-03  3.42e-03    5.78e-02  6.42e-02    1.3e-04
 810200    1.05e+00  1.07e+00    9.73e-03  8.71e-03    9.20e-02  9.39e-02    1.3e-04
 810300    4.90e-01  5.59e-01    9.80e-03  4.61e-03    4.25e-02  4.90e-02    1.3e-04
 810400    1.55e+00  1.44e+00    1.21e-02  1.01e-02    1.36e-01  1.26e-01    1.3e-04
 810500    1.12e+00  1.13e+00    3.27e-03  5.05e-03    9.86e-02  9.91e-02    1.3e-04
 810600    1.01e+00  1.09e+00    1.89e-02  1.61e-02    8.60e-02  9.46e-02    1.3e-04
 810700    6.59e-01  6.32e-01    4.08e-03  5.96e-03    5.78e-02  5.51e-02    1.3e-04
 810800    1.12e+00  1.02e+00    8.86e-03  7.51e-03    9.77e-02  8.96e-02    1.3e-04
 810900    1.11e+00  1.06e+00    3.31e-03  8.64e-04    9.77e-02  9.29e-02    1.3e-04
 811000    1.10e+00  1.13e+00    6.42e-03  6.04e-03    9.65e-02  9.89e-02    1.3e-04
 811100    7.80e-01  7.79e-01    3.20e-02  3.18e-02    5.81e-02  5.81e-02    1.3e-04
 811200    1.12e+00  1.00e+00    1.30e-02  9.51e-03    9.76e-02  8.75e-02    1.3e-04
 811300    1.10e+00  1.21e+00    3.21e-03  1.88e-03    9.70e-02  1.07e-01    1.3e-04
 811400    6.20e-01  5.75e-01    5.30e-03  6.30e-03    5.42e-02  5.01e-02    1.3e-04
 811500    6.88e-01  5.49e-01    3.90e-02  4.14e-02    6.02e-02  4.79e-02    1.3e-04
 811600    6.09e-01  6.13e-01    5.91e-03  5.21e-03    5.31e-02  5.36e-02    1.3e-04
 811700    6.08e-01  6.22e-01    1.16e-03  7.48e-04    5.35e-02  5.47e-02    1.3e-04
 811800    5.44e-01  5.38e-01    9.86e-03  1.27e-02    4.72e-02  4.64e-02    1.3e-04
 811900    1.54e+00  1.56e+00    2.58e-03  1.74e-03    1.36e-01  1.37e-01    1.3e-04
 812000    6.28e-01  6.37e-01    1.27e-02  1.29e-02    5.32e-02  5.40e-02    1.3e-04
 812100    9.71e-01  4.94e-01    1.34e-02  1.44e-02    8.48e-02  4.21e-02    1.3e-04
 812200    1.13e+00  1.25e+00    1.40e-02  8.14e-03    9.78e-02  1.10e-01    1.3e-04
 812300    1.12e+00  1.04e+00    3.16e-03  2.85e-03    9.86e-02  9.10e-02    1.3e-04
 812400    1.14e+00  9.88e-01    3.02e-03  2.64e-03    1.00e-01  8.68e-02    1.3e-04
 812500    1.54e+00  1.47e+00    3.65e-03  2.94e-03    1.36e-01  1.29e-01    1.3e-04
 812600    1.11e+00  1.18e+00    4.12e-03  3.06e-03    9.75e-02  1.03e-01    1.3e-04
 812700    1.14e+00  1.20e+00    3.12e-03  1.89e-03    1.01e-01  1.05e-01    1.3e-04
 812800    1.11e+00  1.18e+00    3.06e-03  4.65e-04    9.72e-02  1.04e-01    1.3e-04
 812900    1.09e+00  1.28e+00    5.45e-03  3.55e-03    9.61e-02  1.12e-01    1.3e-04
 813000    1.12e+00  1.09e+00    9.35e-03  9.06e-03    9.75e-02  9.57e-02    1.3e-04
 813100    1.34e+00  1.16e+00    1.49e-03  1.07e-03    1.18e-01  1.02e-01    1.3e-04
 813200    1.12e+00  9.34e-01    2.18e-03  1.50e-03    9.83e-02  8.21e-02    1.3e-04
 813300    6.23e-01  6.15e-01    9.90e-03  1.01e-02    5.36e-02  5.29e-02    1.3e-04
 813400    1.12e+00  1.01e+00    6.99e-03  7.23e-03    9.85e-02  8.83e-02    1.3e-04
 813500    9.66e-01  9.45e-01    8.59e-03  3.76e-03    8.44e-02  8.29e-02    1.3e-04
 813600    1.65e+00  1.42e+00    7.20e-03  1.10e-02    1.45e-01  1.25e-01    1.3e-04
 813700    1.33e+00  1.32e+00    5.13e-03  5.52e-03    1.17e-01  1.16e-01    1.3e-04
 813800    1.55e+00  1.41e+00    5.42e-03  7.45e-03    1.36e-01  1.23e-01    1.3e-04
 813900    1.11e+00  1.03e+00    1.32e-02  1.47e-02    9.69e-02  8.89e-02    1.3e-04
 814000    9.67e-01  9.43e-01    2.60e-03  8.64e-04    8.50e-02  8.29e-02    1.3e-04
 814100    1.14e+00  1.43e+00    1.23e-02  4.32e-03    9.96e-02  1.26e-01    1.3e-04
 814200    1.14e+00  1.18e+00    1.47e-02  1.40e-02    9.93e-02  1.03e-01    1.3e-04
 814300    1.13e+00  1.23e+00    3.53e-03  2.68e-04    9.92e-02  1.09e-01    1.3e-04
 814400    1.54e+00  1.42e+00    2.57e-03  2.36e-03    1.35e-01  1.25e-01    1.3e-04
 814500    1.14e+00  1.20e+00    3.85e-03  5.85e-03    1.01e-01  1.05e-01    1.3e-04
 814600    1.11e+00  9.10e-01    6.44e-03  9.38e-03    9.72e-02  7.93e-02    1.3e-04
 814700    9.74e-01  1.05e+00    5.58e-03  3.18e-04    8.54e-02  9.19e-02    1.3e-04
 814800    9.49e-01  9.75e-01    6.97e-03  8.19e-03    8.31e-02  8.53e-02    1.3e-04
 814900    1.21e+00  1.18e+00    1.01e-02  8.22e-03    1.06e-01  1.04e-01    1.3e-04
 815000    1.11e+00  1.11e+00    2.82e-03  2.44e-03    9.72e-02  9.78e-02    1.3e-04
 815100    9.59e-01  9.75e-01    9.57e-03  1.44e-02    8.40e-02  8.51e-02    1.3e-04
 815200    1.16e+00  1.10e+00    1.06e-02  1.06e-02    1.02e-01  9.63e-02    1.3e-04
 815300    9.94e-01  9.47e-01    5.88e-03  4.65e-03    8.71e-02  8.31e-02    1.3e-04
 815400    1.12e+00  1.14e+00    4.55e-03  2.23e-03    9.81e-02  1.01e-01    1.3e-04
 815500    1.15e+00  1.19e+00    1.03e-02  8.16e-03    1.01e-01  1.04e-01    1.3e-04
 815600    1.13e+00  1.09e+00    7.41e-03  3.43e-03    9.94e-02  9.55e-02    1.3e-04
 815700    6.03e-01  6.51e-01    1.22e-03  1.84e-03    5.30e-02  5.72e-02    1.3e-04
 815800    9.41e-01  9.65e-01    7.04e-03  6.67e-03    8.26e-02  8.47e-02    1.3e-04
 815900    9.50e-01  9.11e-01    1.01e-02  8.77e-03    8.28e-02  7.96e-02    1.3e-04
 816000    9.77e-01  9.77e-01    1.20e-02  5.91e-03    8.49e-02  8.57e-02    1.3e-04
 816100    9.94e-01  9.91e-01    6.51e-03  7.48e-03    8.71e-02  8.68e-02    1.3e-04
 816200    1.65e+00  1.66e+00    3.29e-03  1.27e-03    1.45e-01  1.46e-01    1.3e-04
 816300    9.75e-01  9.91e-01    1.71e-02  1.92e-02    8.48e-02  8.60e-02    1.3e-04
 816400    1.13e+00  1.19e+00    4.03e-03  5.30e-03    9.91e-02  1.05e-01    1.3e-04
