# batch      l2_tst    l2_trn    l2_e_tst  l2_e_trn    l2_f_tst  l2_f_trn         lr
 258700    2.69e+00  2.70e+00    4.72e-03  5.51e-04    1.16e-01  1.16e-01    5.4e-04
 258800    2.48e+00  2.30e+00    1.13e-02  1.62e-02    1.06e-01  9.88e-02    5.4e-04
 258900    2.75e+00  2.80e+00    6.85e-03  3.65e-03    1.18e-01  1.21e-01    5.4e-04
 259000    2.76e+00  2.85e+00    2.99e-02  3.20e-02    1.18e-01  1.22e-01    5.4e-04
 259100    2.96e+00  2.94e+00    3.38e-02  2.94e-02    1.27e-01  1.26e-01    5.4e-04
 259200    2.75e+00  2.85e+00    2.59e-02  2.67e-02    1.18e-01  1.22e-01    5.4e-04
 259300    2.75e+00  2.57e+00    7.85e-03  7.04e-03    1.18e-01  1.10e-01    5.4e-04
 259400    3.04e+00  2.34e+00    2.98e-03  3.94e-03    1.31e-01  1.01e-01    5.4e-04
 259500    2.76e+00  2.34e+00    8.04e-03  6.98e-03    1.19e-01  1.01e-01    5.4e-04
 259600    3.26e+00  3.17e+00    5.40e-03  6.23e-03    1.40e-01  1.36e-01    5.4e-04
 259700    2.64e+00  3.72e+00    3.91e-03  8.43e-03    1.14e-01  1.60e-01    5.4e-04
 259800    3.70e+00  3.75e+00    3.58e-03  4.53e-03    1.59e-01  1.61e-01    5.4e-04
 259900    2.79e+00  2.55e+00    9.78e-03  1.02e-02    1.20e-01  1.10e-01    5.4e-04
 260000    2.68e+00  2.81e+00    5.11e-03  6.74e-03    1.18e-01  1.24e-01    5.1e-04
 260100    2.40e+00  2.54e+00    1.44e-02  9.27e-03    1.06e-01  1.12e-01    5.1e-04
 260200    2.46e+00  2.14e+00    8.97e-03  8.87e-03    1.09e-01  9.42e-02    5.1e-04
 260300    2.93e+00  2.61e+00    7.46e-03  6.78e-03    1.29e-01  1.15e-01    5.1e-04
 260400    2.62e+00  3.18e+00    8.76e-03  3.27e-03    1.15e-01  1.40e-01    5.1e-04
 260500    3.02e+00  2.79e+00    3.81e-03  2.78e-03    1.33e-01  1.23e-01    5.1e-04
 260600    2.33e+00  2.29e+00    2.50e-03  1.78e-03    1.03e-01  1.01e-01    5.1e-04
 260700    2.52e+00  2.64e+00    1.01e-02  1.16e-02    1.11e-01  1.16e-01    5.1e-04
 260800    1.53e+00  1.49e+00    1.44e-02  1.53e-02    6.74e-02  6.55e-02    5.1e-04
 260900    1.73e+00  1.39e+00    2.83e-02  2.70e-02    7.54e-02  6.03e-02    5.1e-04
 261000    3.08e+00  3.45e+00    4.06e-02  4.25e-02    1.35e-01  1.52e-01    5.1e-04
 261100    4.17e+00  3.88e+00    8.42e-02  8.36e-02    1.81e-01  1.68e-01    5.1e-04
 261200    2.70e+00  2.79e+00    2.71e-02  2.71e-02    1.19e-01  1.23e-01    5.1e-04
 261300    2.57e+00  2.68e+00    1.81e-02  1.84e-02    1.13e-01  1.18e-01    5.1e-04
 261400    2.69e+00  2.39e+00    2.17e-02  2.28e-02    1.18e-01  1.05e-01    5.1e-04
 261500    3.32e+00  3.57e+00    3.28e-02  2.95e-02    1.46e-01  1.57e-01    5.1e-04
 261600    2.24e+00  2.96e+00    1.72e-02  2.46e-02    9.86e-02  1.30e-01    5.1e-04
 261700    3.57e+00  3.53e+00    1.29e-02  9.48e-03    1.57e-01  1.56e-01    5.1e-04
 261800    2.57e+00  2.82e+00    8.62e-03  8.40e-03    1.13e-01  1.24e-01    5.1e-04
 261900    2.61e+00  3.42e+00    2.44e-02  1.73e-02    1.15e-01  1.51e-01    5.1e-04
 262000    2.65e+00  2.68e+00    4.27e-03  7.40e-03    1.17e-01  1.18e-01    5.1e-04
 262100    1.81e+00  1.38e+00    4.72e-02  4.79e-02    7.72e-02  5.71e-02    5.1e-04
 262200    3.80e+00  3.61e+00    7.55e-03  1.38e-02    1.67e-01  1.59e-01    5.1e-04
 262300    2.66e+00  2.87e+00    9.14e-03  2.09e-03    1.17e-01  1.27e-01    5.1e-04
 262400    2.59e+00  2.39e+00    3.06e-03  4.14e-03    1.14e-01  1.06e-01    5.1e-04
 262500    2.61e+00  2.35e+00    1.43e-02  1.50e-02    1.15e-01  1.03e-01    5.1e-04
 262600    2.59e+00  2.82e+00    1.30e-02  1.09e-02    1.14e-01  1.24e-01    5.1e-04
 262700    2.66e+00  1.23e+00    7.44e-02  7.50e-02    1.15e-01  4.99e-02    5.1e-04
 262800    2.39e+00  2.38e+00    1.13e-02  1.55e-02    1.05e-01  1.05e-01    5.1e-04
 262900    2.37e+00  2.42e+00    1.25e-02  1.37e-02    1.04e-01  1.07e-01    5.1e-04
 263000    2.38e+00  2.47e+00    2.74e-02  2.59e-02    1.04e-01  1.09e-01    5.1e-04
 263100    2.93e+00  2.62e+00    1.41e-02  1.86e-02    1.29e-01  1.15e-01    5.1e-04
 263200    2.43e+00  2.24e+00    5.51e-03  5.64e-03    1.07e-01  9.86e-02    5.1e-04
 263300    2.64e+00  2.33e+00    2.47e-02  2.29e-02    1.16e-01  1.02e-01    5.1e-04
 263400    2.65e+00  2.74e+00    3.38e-03  6.86e-04    1.17e-01  1.21e-01    5.1e-04
 263500    1.85e+00  1.68e+00    7.40e-02  7.47e-02    7.49e-02  6.70e-02    5.1e-04
 263600    3.24e+00  3.13e+00    5.35e-03  1.40e-02    1.43e-01  1.38e-01    5.1e-04
 263700    2.37e+00  2.33e+00    9.24e-03  3.20e-03    1.05e-01  1.03e-01    5.1e-04
 263800    2.76e+00  2.92e+00    5.35e-02  5.24e-02    1.20e-01  1.27e-01    5.1e-04
 263900    2.46e+00  2.48e+00    7.54e-03  1.24e-02    1.09e-01  1.09e-01    5.1e-04
 264000    2.62e+00  2.47e+00    1.21e-02  1.12e-02    1.16e-01  1.09e-01    5.1e-04
 264100    2.84e+00  2.59e+00    2.91e-03  2.74e-03    1.25e-01  1.14e-01    5.1e-04
 264200    2.58e+00  3.17e+00    4.33e-02  4.19e-02    1.12e-01  1.39e-01    5.1e-04
 264300    2.71e+00  2.77e+00    7.69e-03  7.39e-03    1.20e-01  1.22e-01    5.1e-04
 264400    2.89e+00  3.46e+00    9.61e-03  1.21e-02    1.27e-01  1.52e-01    5.1e-04
 264500    2.98e+00  2.31e+00    6.61e-03  3.28e-03    1.31e-01  1.02e-01    5.1e-04
 264600    2.71e+00  2.68e+00    2.23e-02  2.11e-02    1.19e-01  1.18e-01    5.1e-04
 264700    2.90e+00  2.83e+00    5.59e-03  7.32e-03    1.28e-01  1.25e-01    5.1e-04
 264800    1.38e+00  1.26e+00    3.92e-02  3.58e-02    6.01e-02  5.46e-02    5.1e-04
 264900    2.71e+00  2.81e+00    3.71e-02  3.31e-02    1.18e-01  1.23e-01    5.1e-04
 265000    4.63e+00  4.33e+00    1.27e-01  1.27e-01    1.97e-01  1.84e-01    5.1e-04
 265100    3.08e+00  2.97e+00    3.19e-02  2.86e-02    1.35e-01  1.30e-01    5.1e-04
 265200    2.61e+00  2.53e+00    1.18e-02  9.21e-03    1.15e-01  1.11e-01    5.1e-04
 265300    2.76e+00  2.59e+00    3.84e-02  3.94e-02    1.21e-01  1.13e-01    5.1e-04
 265400    2.63e+00  2.49e+00    1.94e-02  1.97e-02    1.16e-01  1.09e-01    5.1e-04
 265500    2.59e+00  2.63e+00    1.88e-02  2.04e-02    1.14e-01  1.16e-01    5.1e-04
 265600    2.70e+00  2.78e+00    2.61e-02  2.23e-02    1.19e-01  1.22e-01    5.1e-04
 265700    2.54e+00  2.14e+00    2.78e-02  2.75e-02    1.12e-01  9.38e-02    5.1e-04
 265800    2.55e+00  2.44e+00    5.68e-03  7.70e-03    1.12e-01  1.08e-01    5.1e-04
 265900    2.40e+00  2.54e+00    3.09e-03  4.76e-03    1.06e-01  1.12e-01    5.1e-04
 266000    3.15e+00  2.82e+00    2.29e-02  2.81e-02    1.38e-01  1.24e-01    5.1e-04
 266100    1.73e+00  1.51e+00    6.26e-03  7.40e-03    7.63e-02  6.67e-02    5.1e-04
 266200    2.39e+00  2.44e+00    6.14e-03  1.19e-02    1.06e-01  1.07e-01    5.1e-04
 266300    2.94e+00  3.51e+00    5.41e-03  7.30e-03    1.30e-01  1.55e-01    5.1e-04
 266400    2.44e+00  2.13e+00    1.10e-02  8.62e-03    1.08e-01  9.40e-02    5.1e-04
 266500    1.77e+00  1.45e+00    4.16e-02  4.03e-02    7.61e-02  6.17e-02    5.1e-04
 266600    2.64e+00  2.29e+00    2.27e-02  2.22e-02    1.16e-01  1.01e-01    5.1e-04
 266700    2.25e+00  2.47e+00    8.42e-03  1.02e-02    9.91e-02  1.09e-01    5.1e-04
 266800    2.58e+00  2.54e+00    3.12e-03  3.41e-03    1.14e-01  1.12e-01    5.1e-04
 266900    1.97e+00  1.79e+00    1.32e-02  1.25e-02    8.68e-02  7.90e-02    5.1e-04
 267000    2.66e+00  2.73e+00    1.25e-02  8.91e-03    1.17e-01  1.20e-01    5.1e-04
 267100    3.21e+00  3.02e+00    1.73e-02  1.73e-02    1.41e-01  1.33e-01    5.1e-04
 267200    3.04e+00  2.86e+00    1.15e-02  9.46e-03    1.34e-01  1.26e-01    5.1e-04
 267300    1.39e+00  1.20e+00    1.95e-02  1.76e-02    6.13e-02  5.29e-02    5.1e-04
 267400    2.23e+00  2.05e+00    8.53e-03  5.13e-03    9.84e-02  9.06e-02    5.1e-04
 267500    1.77e+00  1.45e+00    3.16e-02  3.24e-02    7.70e-02  6.26e-02    5.1e-04
 267600    2.31e+00  2.34e+00    9.47e-03  3.04e-03    1.02e-01  1.03e-01    5.1e-04
 267700    3.19e+00  2.64e+00    2.50e-02  2.68e-02    1.40e-01  1.16e-01    5.1e-04
 267800    3.20e+00  3.18e+00    9.77e-03  8.36e-03    1.41e-01  1.40e-01    5.1e-04
 267900    2.93e+00  2.89e+00    1.94e-02  2.01e-02    1.29e-01  1.27e-01    5.1e-04
 268000    2.64e+00  2.70e+00    4.60e-02  4.70e-02    1.15e-01  1.17e-01    5.1e-04
 268100    2.54e+00  2.67e+00    3.77e-03  5.56e-03    1.12e-01  1.18e-01    5.1e-04
 268200    2.56e+00  2.63e+00    6.43e-03  5.74e-03    1.13e-01  1.16e-01    5.1e-04
 268300    2.63e+00  2.60e+00    2.47e-03  2.87e-03    1.16e-01  1.14e-01    5.1e-04
 268400    3.22e+00  3.21e+00    1.76e-03  1.90e-03    1.42e-01  1.42e-01    5.1e-04
 268500    2.57e+00  2.69e+00    3.74e-03  1.23e-03    1.13e-01  1.19e-01    5.1e-04
 268600    2.22e+00  1.03e+00    2.60e-02  2.51e-02    9.76e-02  4.50e-02    5.1e-04
 268700    3.24e+00  2.87e+00    3.59e-03  3.82e-03    1.43e-01  1.26e-01    5.1e-04
 268800    1.57e+00  1.48e+00    1.83e-02  1.80e-02    6.87e-02  6.49e-02    5.1e-04
 268900    3.03e+00  3.23e+00    3.10e-02  2.68e-02    1.33e-01  1.42e-01    5.1e-04
 269000    2.68e+00  3.19e+00    2.69e-03  7.44e-03    1.18e-01  1.41e-01    5.1e-04
 269100    1.74e+00  1.94e+00    5.07e-03  3.85e-03    7.66e-02  8.56e-02    5.1e-04
 269200    1.71e+00  1.43e+00    6.41e-03  1.01e-02    7.55e-02  6.27e-02    5.1e-04
 269300    2.53e+00  2.72e+00    8.98e-03  1.05e-02    1.12e-01  1.20e-01    5.1e-04
 269400    1.43e+00  1.45e+00    1.39e-02  1.45e-02    6.29e-02  6.35e-02    5.1e-04
 269500    2.53e+00  2.41e+00    7.03e-03  6.10e-03    1.12e-01  1.06e-01    5.1e-04
 269600    2.52e+00  2.64e+00    1.73e-02  1.61e-02    1.11e-01  1.16e-01    5.1e-04
 269700    2.28e+00  2.41e+00    4.30e-03  3.56e-03    1.01e-01  1.06e-01    5.1e-04
 269800    2.51e+00  2.50e+00    2.45e-02  2.25e-02    1.10e-01  1.10e-01    5.1e-04
 269900    1.73e+00  1.64e+00    1.32e-02  1.22e-02    7.61e-02  7.21e-02    5.1e-04
 270000    2.53e+00  2.43e+00    2.50e-03  2.90e-03    1.12e-01  1.07e-01    5.1e-04
 270100    2.02e+00  1.70e+00    2.11e-02  2.16e-02    8.88e-02  7.46e-02    5.1e-04
 270200    2.61e+00  2.69e+00    3.86e-03  1.38e-03    1.15e-01  1.19e-01    5.1e-04
 270300    1.67e+00  1.53e+00    3.27e-03  1.78e-03    7.36e-02  6.74e-02    5.1e-04
 270400    2.71e+00  2.76e+00    8.14e-03  1.23e-02    1.20e-01  1.21e-01    5.1e-04
 270500    3.00e+00  2.50e+00    1.83e-02  1.54e-02    1.32e-01  1.10e-01    5.1e-04
 270600    2.34e+00  2.10e+00    8.10e-03  1.02e-02    1.03e-01  9.25e-02    5.1e-04
 270700    2.69e+00  2.96e+00    4.07e-03  1.88e-04    1.19e-01  1.31e-01    5.1e-04
 270800    3.02e+00  2.98e+00    9.62e-03  4.58e-03    1.33e-01  1.31e-01    5.1e-04
 270900    2.59e+00  2.64e+00    2.09e-02  2.13e-02    1.14e-01  1.16e-01    5.1e-04
 271000    1.47e+00  1.45e+00    3.03e-03  2.42e-03    6.50e-02  6.41e-02    5.1e-04
 271100    2.52e+00  2.46e+00    1.38e-02  1.52e-02    1.11e-01  1.08e-01    5.1e-04
 271200    2.31e+00  2.36e+00    2.50e-02  2.28e-02    1.02e-01  1.04e-01    5.1e-04
 271300    2.56e+00  2.87e+00    9.19e-03  3.97e-03    1.13e-01  1.27e-01    5.1e-04
 271400    1.43e+00  1.35e+00    6.20e-02  6.02e-02    6.08e-02  5.73e-02    5.1e-04
 271500    1.44e+00  1.47e+00    5.90e-03  4.91e-03    6.37e-02  6.48e-02    5.1e-04
 271600    2.59e+00  2.11e+00    1.04e-02  7.91e-03    1.14e-01  9.30e-02    5.1e-04
 271700    2.86e+00  2.74e+00    1.00e-02  1.12e-02    1.26e-01  1.21e-01    5.1e-04
 271800    2.43e+00  2.51e+00    9.92e-03  9.91e-03    1.07e-01  1.10e-01    5.1e-04
 271900    2.67e+00  2.37e+00    1.94e-02  1.85e-02    1.17e-01  1.04e-01    5.1e-04
 272000    2.63e+00  2.45e+00    2.75e-02  2.59e-02    1.16e-01  1.08e-01    5.1e-04
 272100    3.03e+00  2.79e+00    3.49e-02  3.13e-02    1.33e-01  1.23e-01    5.1e-04
 272200    2.57e+00  4.09e+00    8.61e-03  1.37e-02    1.13e-01  1.80e-01    5.1e-04
 272300    1.70e+00  1.42e+00    2.28e-03  2.22e-03    7.51e-02  6.28e-02    5.1e-04
 272400    2.76e+00  2.36e+00    2.99e-03  3.66e-03    1.22e-01  1.04e-01    5.1e-04
 272500    2.64e+00  2.81e+00    9.83e-03  9.25e-03    1.16e-01  1.24e-01    5.1e-04
 272600    2.40e+00  2.14e+00    1.29e-02  1.35e-02    1.06e-01  9.45e-02    5.1e-04
 272700    2.36e+00  2.39e+00    4.84e-02  4.47e-02    1.03e-01  1.05e-01    5.1e-04
 272800    3.19e+00  2.90e+00    2.58e-03  2.30e-03    1.41e-01  1.28e-01    5.1e-04
 272900    3.05e+00  3.09e+00    1.07e-02  1.03e-02    1.34e-01  1.36e-01    5.1e-04
 273000    2.04e+00  1.80e+00    7.12e-03  4.10e-03    8.99e-02  7.94e-02    5.1e-04
 273100    2.55e+00  2.59e+00    7.14e-03  8.12e-03    1.12e-01  1.14e-01    5.1e-04
 273200    2.51e+00  2.29e+00    1.54e-02  1.51e-02    1.11e-01  1.01e-01    5.1e-04
 273300    3.71e+00  3.80e+00    3.71e-03  1.77e-03    1.64e-01  1.68e-01    5.1e-04
 273400    2.62e+00  2.51e+00    2.41e-02  1.76e-02    1.15e-01  1.11e-01    5.1e-04
 273500    3.80e+00  4.02e+00    4.86e-03  5.15e-03    1.68e-01  1.77e-01    5.1e-04
 273600    2.65e+00  2.52e+00    2.65e-02  2.34e-02    1.16e-01  1.11e-01    5.1e-04
 273700    2.24e+00  2.25e+00    3.48e-02  3.11e-02    9.78e-02  9.86e-02    5.1e-04
 273800    2.26e+00  2.90e+00    4.13e-02  3.96e-02    9.88e-02  1.27e-01    5.1e-04
 273900    2.85e+00  3.44e+00    3.93e-03  4.15e-03    1.26e-01  1.52e-01    5.1e-04
 274000    2.58e+00  2.46e+00    4.10e-02  3.38e-02    1.13e-01  1.08e-01    5.1e-04
 274100    3.78e+00  3.96e+00    4.96e-03  1.18e-04    1.67e-01  1.75e-01    5.1e-04
 274200    2.57e+00  2.60e+00    8.48e-03  6.07e-03    1.13e-01  1.15e-01    5.1e-04
 274300    2.32e+00  2.35e+00    1.09e-02  1.11e-02    1.02e-01  1.03e-01    5.1e-04
 274400    2.55e+00  2.84e+00    1.23e-02  1.24e-02    1.12e-01  1.25e-01    5.1e-04
 274500    2.57e+00  2.62e+00    1.67e-02  2.10e-02    1.13e-01  1.15e-01    5.1e-04
 274600    2.90e+00  2.64e+00    4.63e-03  4.77e-03    1.28e-01  1.16e-01    5.1e-04
 274700    2.90e+00  2.47e+00    1.04e-02  1.67e-02    1.28e-01  1.09e-01    5.1e-04
 274800    2.92e+00  2.82e+00    4.40e-03  2.48e-03    1.29e-01  1.24e-01    5.1e-04
 274900    2.51e+00  2.48e+00    1.10e-02  8.11e-03    1.11e-01  1.09e-01    5.1e-04
 275000    1.89e+00  1.71e+00    1.13e-03  8.31e-04    8.34e-02  7.52e-02    5.1e-04
 275100    2.65e+00  2.51e+00    1.15e-02  1.09e-02    1.17e-01  1.11e-01    5.1e-04
 275200    2.61e+00  3.10e+00    9.66e-03  1.30e-02    1.15e-01  1.37e-01    5.1e-04
 275300    2.58e+00  2.85e+00    7.27e-03  6.97e-03    1.14e-01  1.26e-01    5.1e-04
 275400    1.68e+00  1.50e+00    1.25e-02  1.34e-02    7.41e-02  6.57e-02    5.1e-04
 275500    3.36e+00  3.08e+00    8.41e-03  8.83e-03    1.48e-01  1.36e-01    5.1e-04
 275600    2.63e+00  2.67e+00    4.22e-03  1.45e-03    1.16e-01  1.18e-01    5.1e-04
 275700    3.14e+00  2.76e+00    2.08e-02  2.06e-02    1.38e-01  1.22e-01    5.1e-04
 275800    2.58e+00  3.46e+00    3.84e-03  7.39e-03    1.14e-01  1.52e-01    5.1e-04
 275900    2.35e+00  2.91e+00    8.21e-02  8.27e-02    1.01e-01  1.26e-01    5.1e-04
 276000    3.68e+00  3.13e+00    1.08e-02  1.23e-02    1.62e-01  1.38e-01    5.1e-04
 276100    2.07e+00  1.83e+00    4.51e-03  9.32e-03    9.13e-02  8.06e-02    5.1e-04
 276200    2.26e+00  2.41e+00    2.88e-02  2.71e-02    9.93e-02  1.06e-01    5.1e-04
 276300    1.68e+00  1.52e+00    1.92e-02  1.93e-02    7.36e-02  6.67e-02    5.1e-04
 276400    2.66e+00  2.92e+00    3.55e-03  3.37e-03    1.17e-01  1.29e-01    5.1e-04
 276500    2.74e+00  2.98e+00    7.18e-03  4.82e-03    1.21e-01  1.32e-01    5.1e-04
 276600    3.01e+00  2.85e+00    1.68e-02  9.57e-03    1.32e-01  1.26e-01    5.1e-04
 276700    3.79e+00  3.91e+00    1.81e-02  1.45e-02    1.67e-01  1.72e-01    5.1e-04
 276800    2.96e+00  2.54e+00    3.85e-03  6.37e-03    1.31e-01  1.12e-01    5.1e-04
 276900    2.56e+00  2.62e+00    9.24e-03  1.03e-02    1.13e-01  1.16e-01    5.1e-04
 277000    2.37e+00  2.60e+00    4.81e-03  5.29e-03    1.04e-01  1.15e-01    5.1e-04
 277100    2.66e+00  2.63e+00    3.91e-03  3.54e-03    1.17e-01  1.16e-01    5.1e-04
 277200    2.51e+00  2.63e+00    3.89e-03  1.92e-03    1.11e-01  1.16e-01    5.1e-04
 277300    2.56e+00  2.70e+00    4.47e-03  4.97e-04    1.13e-01  1.19e-01    5.1e-04
 277400    2.81e+00  2.23e+00    8.39e-03  7.93e-03    1.24e-01  9.83e-02    5.1e-04
 277500    3.66e+00  4.07e+00    3.42e-03  1.27e-03    1.62e-01  1.80e-01    5.1e-04
 277600    1.59e+00  1.66e+00    3.52e-02  3.61e-02    6.85e-02  7.16e-02    5.1e-04
 277700    2.61e+00  2.47e+00    9.51e-03  9.26e-03    1.15e-01  1.09e-01    5.1e-04
 277800    2.59e+00  2.49e+00    1.05e-02  1.20e-02    1.14e-01  1.10e-01    5.1e-04
 277900    2.41e+00  2.08e+00    3.93e-03  5.87e-03    1.06e-01  9.17e-02    5.1e-04
 278000    3.01e+00  2.65e+00    1.22e-02  1.03e-02    1.33e-01  1.17e-01    5.1e-04
 278100    2.86e+00  3.07e+00    5.59e-03  3.64e-03    1.26e-01  1.35e-01    5.1e-04
 278200    2.61e+00  3.02e+00    1.52e-02  1.23e-02    1.15e-01  1.33e-01    5.1e-04
 278300    2.16e+00  2.53e+00    3.10e-02  2.96e-02    9.50e-02  1.11e-01    5.1e-04
 278400    3.06e+00  3.03e+00    1.21e-02  1.40e-02    1.35e-01  1.34e-01    5.1e-04
 278500    1.57e+00  1.48e+00    5.88e-02  5.94e-02    6.42e-02  6.01e-02    5.1e-04
 278600    2.56e+00  2.51e+00    3.75e-03  3.73e-03    1.13e-01  1.11e-01    5.1e-04
 278700    2.64e+00  2.31e+00    1.96e-02  1.60e-02    1.16e-01  1.02e-01    5.1e-04
 278800    2.53e+00  2.54e+00    7.68e-03  4.95e-03    1.12e-01  1.12e-01    5.1e-04
 278900    3.38e+00  3.52e+00    7.89e-03  1.11e-02    1.49e-01  1.55e-01    5.1e-04
 279000    1.71e+00  1.93e+00    4.90e-02  4.87e-02    7.55e-02  8.51e-02    5.1e-04
 279100    2.52e+00  2.36e+00    3.54e-03  4.67e-03    1.11e-01  1.04e-01    5.1e-04
 279200    2.46e+00  2.67e+00    4.30e-02  4.80e-02    1.07e-01  1.16e-01    5.1e-04
 279300    2.98e+00  2.58e+00    1.07e-02  6.96e-03    1.32e-01  1.14e-01    5.1e-04
 279400    2.84e+00  2.59e+00    1.71e-02  1.25e-02    1.25e-01  1.14e-01    5.1e-04
 279500    2.73e+00  2.47e+00    5.45e-03  4.37e-03    1.20e-01  1.09e-01    5.1e-04
 279600    2.49e+00  2.36e+00    1.02e-02  2.57e-03    1.10e-01  1.04e-01    5.1e-04
 279700    2.90e+00  3.09e+00    2.48e-02  2.56e-02    1.28e-01  1.36e-01    5.1e-04
 279800    2.50e+00  2.14e+00    1.12e-02  1.03e-02    1.10e-01  9.44e-02    5.1e-04
 279900    2.49e+00  2.25e+00    7.69e-03  8.05e-03    1.10e-01  9.93e-02    5.1e-04
 280000    2.56e+00  2.55e+00    7.54e-03  8.28e-03    1.16e-01  1.15e-01    4.9e-04
 280100    2.34e+00  2.18e+00    4.51e-03  2.78e-03    1.06e-01  9.87e-02    4.9e-04
 280200    1.72e+00  1.46e+00    3.11e-02  3.21e-02    7.64e-02  6.44e-02    4.9e-04
 280300    2.27e+00  1.08e+00    4.20e-02  4.09e-02    1.02e-01  4.76e-02    4.9e-04
 280400    3.10e+00  3.10e+00    1.17e-02  1.08e-02    1.40e-01  1.40e-01    4.9e-04
 280500    2.90e+00  2.83e+00    1.16e-02  6.77e-03    1.31e-01  1.28e-01    4.9e-04
 280600    2.11e+00  2.08e+00    9.06e-03  5.02e-03    9.56e-02  9.39e-02    4.9e-04
 280700    1.63e+00  1.42e+00    6.23e-02  6.22e-02    7.38e-02  6.39e-02    4.9e-04
 280800    2.55e+00  2.80e+00    1.12e-02  1.22e-02    1.15e-01  1.26e-01    4.9e-04
 280900    2.53e+00  2.31e+00    2.08e-02  2.11e-02    1.14e-01  1.04e-01    4.9e-04
 281000    2.45e+00  2.42e+00    2.33e-02  2.00e-02    1.10e-01  1.09e-01    4.9e-04
 281100    1.70e+00  1.67e+00    3.33e-02  3.36e-02    7.54e-02  7.42e-02    4.9e-04
 281200    2.30e+00  2.63e+00    1.03e-01  1.05e-01    9.94e-02  1.15e-01    4.9e-04
 281300    2.60e+00  2.49e+00    2.18e-02  1.58e-02    1.17e-01  1.13e-01    4.9e-04
 281400    2.49e+00  2.38e+00    1.22e-02  9.83e-03    1.13e-01  1.08e-01    4.9e-04
 281500    2.50e+00  2.29e+00    2.81e-02  2.81e-02    1.13e-01  1.03e-01    4.9e-04
 281600    2.39e+00  2.40e+00    9.58e-03  9.46e-03    1.08e-01  1.09e-01    4.9e-04
 281700    2.54e+00  2.30e+00    1.29e-02  1.58e-02    1.15e-01  1.04e-01    4.9e-04
 281800    2.24e+00  1.10e+00    2.58e-02  2.39e-02    1.01e-01  4.92e-02    4.9e-04
 281900    3.03e+00  2.66e+00    1.78e-02  1.73e-02    1.37e-01  1.20e-01    4.9e-04
 282000    3.19e+00  3.32e+00    8.91e-03  7.51e-03    1.44e-01  1.50e-01    4.9e-04
 282100    3.76e+00  3.92e+00    2.17e-02  1.85e-02    1.70e-01  1.77e-01    4.9e-04
 282200    3.09e+00  3.46e+00    2.60e-02  2.76e-02    1.39e-01  1.56e-01    4.9e-04
 282300    2.33e+00  2.35e+00    6.20e-03  4.17e-03    1.05e-01  1.06e-01    4.9e-04
 282400    2.77e+00  2.27e+00    7.90e-03  1.00e-02    1.25e-01  1.03e-01    4.9e-04
 282500    2.52e+00  2.28e+00    1.85e-02  1.76e-02    1.14e-01  1.03e-01    4.9e-04
 282600    2.96e+00  2.65e+00    1.35e-02  1.53e-02    1.34e-01  1.20e-01    4.9e-04
 282700    2.22e+00  2.20e+00    1.44e-02  1.54e-02    1.00e-01  9.94e-02    4.9e-04
 282800    2.61e+00  2.16e+00    1.08e-02  4.23e-03    1.18e-01  9.76e-02    4.9e-04
 282900    2.52e+00  2.97e+00    1.01e-02  4.10e-03    1.14e-01  1.35e-01    4.9e-04
 283000    3.58e+00  3.52e+00    2.05e-02  1.97e-02    1.62e-01  1.59e-01    4.9e-04
 283100    2.49e+00  2.52e+00    1.80e-02  1.63e-02    1.13e-01  1.14e-01    4.9e-04
 283200    2.70e+00  2.42e+00    1.58e-02  1.36e-02    1.22e-01  1.09e-01    4.9e-04
 283300    1.64e+00  1.66e+00    1.60e-03  9.72e-04    7.42e-02  7.50e-02    4.9e-04
 283400    1.55e+00  1.38e+00    3.12e-03  3.05e-03    7.00e-02  6.25e-02    4.9e-04
 283500    2.47e+00  2.67e+00    1.57e-02  1.78e-02    1.12e-01  1.21e-01    4.9e-04
 283600    3.14e+00  3.06e+00    9.78e-03  8.89e-03    1.42e-01  1.38e-01    4.9e-04
 283700    3.63e+00  3.39e+00    1.76e-02  1.82e-02    1.64e-01  1.53e-01    4.9e-04
 283800    3.40e+00  3.30e+00    2.75e-02  2.99e-02    1.54e-01  1.49e-01    4.9e-04
 283900    2.66e+00  2.55e+00    1.45e-02  1.66e-02    1.20e-01  1.15e-01    4.9e-04
 284000    3.41e+00  3.06e+00    8.51e-03  5.21e-03    1.54e-01  1.39e-01    4.9e-04
 284100    2.73e+00  2.63e+00    2.80e-03  2.80e-03    1.23e-01  1.19e-01    4.9e-04
 284200    2.32e+00  2.23e+00    1.96e-02  1.93e-02    1.05e-01  1.01e-01    4.9e-04
 284300    2.32e+00  2.02e+00    1.77e-02  1.86e-02    1.05e-01  9.10e-02    4.9e-04
 284400    1.69e+00  1.49e+00    8.33e-03  1.14e-02    7.63e-02  6.70e-02    4.9e-04
 284500    2.48e+00  2.48e+00    5.88e-03  7.75e-03    1.12e-01  1.12e-01    4.9e-04
 284600    3.50e+00  3.06e+00    1.36e-02  1.30e-02    1.58e-01  1.38e-01    4.9e-04
 284700    2.60e+00  2.41e+00    1.04e-02  9.01e-03    1.18e-01  1.09e-01    4.9e-04
 284800    1.50e+00  1.95e+00    1.53e-02  1.74e-02    6.77e-02  8.84e-02    4.9e-04
 284900    2.10e+00  2.16e+00    1.12e-02  1.69e-02    9.50e-02  9.76e-02    4.9e-04
