# batch      l2_tst    l2_trn    l2_e_tst  l2_e_trn    l2_f_tst  l2_f_trn         lr
   6900    1.14e+01  1.11e+01    4.15e-02  4.96e-02    3.61e-01  3.52e-01    1.0e-03
   7000    1.25e+01  1.23e+01    6.50e-02  7.93e-02    3.96e-01  3.89e-01    1.0e-03
   7100    5.51e+00  5.61e+00    6.62e-02  6.78e-02    1.74e-01  1.77e-01    1.0e-03
   7200    9.80e+00  1.01e+01    5.62e-02  5.83e-02    3.10e-01  3.20e-01    1.0e-03
   7300    1.35e+01  6.98e+00    1.77e-01  1.44e-01    4.26e-01  2.20e-01    1.0e-03
   7400    9.25e+00  9.30e+00    6.19e-02  6.08e-02    2.92e-01  2.94e-01    1.0e-03
   7500    9.20e+00  1.05e+01    2.10e-02  1.23e-02    2.91e-01  3.32e-01    1.0e-03
   7600    1.25e+01  1.31e+01    2.30e-02  2.68e-02    3.96e-01  4.14e-01    1.0e-03
   7700    9.88e+00  1.04e+01    7.95e-02  6.89e-02    3.12e-01  3.30e-01    1.0e-03
   7800    5.91e+00  6.29e+00    3.22e-01  3.31e-01    1.86e-01  1.98e-01    1.0e-03
   7900    8.73e+00  9.12e+00    8.85e-03  9.25e-03    2.76e-01  2.88e-01    1.0e-03
   8000    1.02e+01  9.92e+00    3.04e-02  2.84e-02    3.21e-01  3.14e-01    1.0e-03
   8100    1.09e+01  1.20e+01    2.14e-01  1.84e-01    3.44e-01  3.79e-01    1.0e-03
   8200    8.84e+00  1.01e+01    2.07e-02  2.26e-02    2.80e-01  3.20e-01    1.0e-03
   8300    1.09e+01  6.40e+00    7.89e-02  9.97e-02    3.45e-01  2.02e-01    1.0e-03
   8400    8.75e+00  9.34e+00    4.64e-02  4.39e-02    2.77e-01  2.95e-01    1.0e-03
   8500    8.47e+00  9.06e+00    1.94e-02  1.23e-02    2.68e-01  2.86e-01    1.0e-03
   8600    9.58e+00  1.02e+01    9.69e-02  7.12e-02    3.03e-01  3.22e-01    1.0e-03
   8700    8.49e+00  7.73e+00    7.98e-03  1.58e-02    2.68e-01  2.45e-01    1.0e-03
   8800    1.07e+01  9.14e+00    5.30e-02  5.52e-02    3.37e-01  2.89e-01    1.0e-03
   8900    5.68e+00  6.00e+00    1.62e-01  1.62e-01    1.79e-01  1.89e-01    1.0e-03
   9000    9.09e+00  8.20e+00    4.71e-02  4.33e-02    2.87e-01  2.59e-01    1.0e-03
   9100    1.05e+01  1.51e+01    1.99e-02  4.26e-02    3.33e-01  4.76e-01    1.0e-03
   9200    8.71e+00  1.11e+01    2.87e-02  4.32e-02    2.76e-01  3.52e-01    1.0e-03
   9300    1.00e+01  9.84e+00    4.39e-02  3.69e-02    3.17e-01  3.11e-01    1.0e-03
   9400    8.06e+00  7.88e+00    2.50e-03  8.94e-04    2.55e-01  2.49e-01    1.0e-03
   9500    1.02e+01  9.19e+00    9.19e-02  8.86e-02    3.24e-01  2.90e-01    1.0e-03
   9600    8.68e+00  8.67e+00    7.71e-02  8.02e-02    2.74e-01  2.74e-01    1.0e-03
   9700    7.64e+00  7.68e+00    1.70e-02  1.34e-02    2.42e-01  2.43e-01    1.0e-03
   9800    6.45e+00  5.60e+00    4.58e-02  9.87e-03    2.04e-01  1.77e-01    1.0e-03
   9900    5.53e+00  5.47e+00    1.90e-01  1.91e-01    1.75e-01  1.72e-01    1.0e-03
  10000    9.12e+00  8.60e+00    1.72e-01  1.59e-01    2.89e-01  2.72e-01    1.0e-03
  10100    8.39e+00  8.68e+00    3.16e-02  6.73e-03    2.65e-01  2.75e-01    1.0e-03
  10200    1.09e+01  1.06e+01    5.08e-02  3.44e-02    3.44e-01  3.35e-01    1.0e-03
  10300    9.20e+00  9.72e+00    4.81e-02  4.99e-02    2.91e-01  3.07e-01    1.0e-03
  10400    9.16e+00  9.02e+00    3.57e-02  3.78e-02    2.90e-01  2.85e-01    1.0e-03
  10500    8.37e+00  8.10e+00    1.19e-01  1.00e-01    2.65e-01  2.56e-01    1.0e-03
  10600    1.32e+01  1.21e+01    1.20e-01  1.13e-01    4.17e-01  3.83e-01    1.0e-03
  10700    1.09e+01  9.05e+00    7.77e-03  1.12e-02    3.45e-01  2.86e-01    1.0e-03
  10800    9.41e+00  1.49e+01    4.89e-02  5.51e-02    2.98e-01  4.70e-01    1.0e-03
  10900    8.09e+00  6.59e+00    2.97e-03  1.33e-03    2.56e-01  2.08e-01    1.0e-03
  11000    9.51e+00  1.04e+01    3.17e-02  4.84e-02    3.01e-01  3.29e-01    1.0e-03
  11100    7.28e+00  7.09e+00    1.83e-02  1.93e-02    2.30e-01  2.24e-01    1.0e-03
  11200    9.81e+00  1.07e+01    6.25e-02  8.51e-02    3.10e-01  3.38e-01    1.0e-03
  11300    1.11e+01  1.15e+01    3.46e-02  4.82e-02    3.52e-01  3.65e-01    1.0e-03
  11400    8.32e+00  8.31e+00    2.24e-02  2.24e-02    2.63e-01  2.63e-01    1.0e-03
  11500    7.84e+00  8.23e+00    2.68e-02  2.53e-02    2.48e-01  2.60e-01    1.0e-03
  11600    8.14e+00  8.57e+00    3.73e-02  4.74e-02    2.57e-01  2.71e-01    1.0e-03
  11700    4.45e+00  4.57e+00    2.89e-02  1.61e-02    1.41e-01  1.44e-01    1.0e-03
  11800    7.50e+00  7.18e+00    1.59e-02  1.64e-02    2.37e-01  2.27e-01    1.0e-03
  11900    7.63e+00  9.30e+00    3.97e-02  2.52e-02    2.41e-01  2.94e-01    1.0e-03
  12000    7.76e+00  7.07e+00    1.38e-02  1.53e-02    2.45e-01  2.24e-01    1.0e-03
  12100    7.93e+00  8.10e+00    5.36e-02  7.24e-02    2.51e-01  2.56e-01    1.0e-03
  12200    5.44e+00  4.99e+00    9.91e-02  1.35e-01    1.72e-01  1.58e-01    1.0e-03
  12300    7.56e+00  7.71e+00    1.83e-02  1.76e-02    2.39e-01  2.44e-01    1.0e-03
  12400    8.73e+00  7.15e+00    4.44e-02  3.60e-02    2.76e-01  2.26e-01    1.0e-03
  12500    1.02e+01  1.10e+01    6.29e-02  6.04e-02    3.23e-01  3.48e-01    1.0e-03
  12600    4.69e+00  4.81e+00    1.60e-02  1.07e-02    1.48e-01  1.52e-01    1.0e-03
  12700    7.61e+00  7.17e+00    6.60e-02  6.54e-02    2.40e-01  2.27e-01    1.0e-03
  12800    6.79e+00  6.66e+00    6.35e-02  6.41e-02    2.15e-01  2.10e-01    1.0e-03
  12900    7.14e+00  7.39e+00    3.60e-02  3.65e-02    2.26e-01  2.34e-01    1.0e-03
  13000    7.34e+00  9.20e+00    9.23e-02  7.94e-02    2.32e-01  2.91e-01    1.0e-03
  13100    5.02e+00  4.16e+00    4.66e-02  2.83e-02    1.59e-01  1.32e-01    1.0e-03
  13200    3.96e+00  3.87e+00    4.55e-02  4.10e-02    1.25e-01  1.22e-01    1.0e-03
  13300    6.76e+00  7.09e+00    3.52e-03  1.67e-03    2.14e-01  2.24e-01    1.0e-03
  13400    8.77e+00  8.63e+00    1.18e-01  1.20e-01    2.77e-01  2.73e-01    1.0e-03
  13500    8.25e+00  8.61e+00    2.19e-02  2.68e-02    2.61e-01  2.72e-01    1.0e-03
  13600    3.99e+00  3.82e+00    2.39e-01  2.34e-01    1.26e-01  1.20e-01    1.0e-03
  13700    6.92e+00  6.70e+00    2.31e-02  1.96e-02    2.19e-01  2.12e-01    1.0e-03
  13800    8.03e+00  8.08e+00    3.99e-02  5.33e-02    2.54e-01  2.55e-01    1.0e-03
  13900    7.21e+00  7.43e+00    1.65e-02  2.90e-02    2.28e-01  2.35e-01    1.0e-03
  14000    7.55e+00  9.55e+00    1.54e-02  1.46e-02    2.39e-01  3.02e-01    1.0e-03
  14100    8.84e+00  8.30e+00    1.31e-02  5.26e-03    2.80e-01  2.62e-01    1.0e-03
  14200    5.29e+00  5.28e+00    5.81e-02  6.21e-02    1.67e-01  1.67e-01    1.0e-03
  14300    1.45e+01  1.51e+01    3.16e-01  3.11e-01    4.58e-01  4.77e-01    1.0e-03
  14400    6.21e+00  6.37e+00    1.78e+00  1.76e+00    1.83e-01  1.89e-01    1.0e-03
  14500    1.45e+01  1.35e+01    2.70e-01  2.58e-01    4.59e-01  4.28e-01    1.0e-03
  14600    9.07e+00  8.78e+00    1.64e-01  1.58e-01    2.87e-01  2.78e-01    1.0e-03
  14700    9.88e+00  7.93e+00    8.38e-02  7.48e-02    3.13e-01  2.51e-01    1.0e-03
  14800    5.36e+00  4.84e+00    2.58e-01  2.53e-01    1.69e-01  1.52e-01    1.0e-03
  14900    7.56e+00  9.26e+00    2.58e-02  7.97e-03    2.39e-01  2.93e-01    1.0e-03
  15000    7.60e+00  9.40e+00    7.13e-02  8.24e-02    2.40e-01  2.97e-01    1.0e-03
  15100    5.66e+00  4.78e+00    1.84e-01  1.36e-01    1.79e-01  1.51e-01    1.0e-03
  15200    4.52e+00  4.78e+00    9.84e-02  1.00e-01    1.43e-01  1.51e-01    1.0e-03
  15300    4.74e+00  4.28e+00    5.39e-02  5.26e-02    1.50e-01  1.35e-01    1.0e-03
  15400    7.23e+00  8.07e+00    1.05e-02  1.87e-02    2.29e-01  2.55e-01    1.0e-03
  15500    7.29e+00  7.69e+00    2.78e-02  4.23e-02    2.31e-01  2.43e-01    1.0e-03
  15600    8.20e+00  8.50e+00    6.43e-02  6.13e-02    2.59e-01  2.69e-01    1.0e-03
  15700    1.04e+01  1.11e+01    2.13e-02  4.87e-02    3.27e-01  3.50e-01    1.0e-03
  15800    7.53e+00  8.40e+00    6.96e-02  9.14e-02    2.38e-01  2.66e-01    1.0e-03
  15900    4.13e+00  4.24e+00    1.39e-02  1.60e-02    1.31e-01  1.34e-01    1.0e-03
  16000    6.36e+00  6.29e+00    3.85e-02  4.22e-02    2.01e-01  1.99e-01    1.0e-03
  16100    7.38e+00  6.52e+00    4.31e-02  4.01e-02    2.33e-01  2.06e-01    1.0e-03
  16200    6.98e+00  8.06e+00    6.25e-02  5.27e-02    2.21e-01  2.55e-01    1.0e-03
  16300    8.49e+00  7.67e+00    4.83e-02  5.06e-02    2.69e-01  2.43e-01    1.0e-03
  16400    8.25e+00  8.50e+00    1.33e-01  1.26e-01    2.61e-01  2.69e-01    1.0e-03
  16500    7.31e+00  7.53e+00    3.68e-02  3.87e-02    2.31e-01  2.38e-01    1.0e-03
  16600    9.48e+00  8.70e+00    3.11e-02  2.87e-02    3.00e-01  2.75e-01    1.0e-03
  16700    6.86e+00  6.99e+00    6.60e-03  3.90e-03    2.17e-01  2.21e-01    1.0e-03
  16800    4.56e+00  4.50e+00    3.33e-02  3.14e-02    1.44e-01  1.42e-01    1.0e-03
  16900    7.87e+00  6.69e+00    1.62e-02  1.34e-02    2.49e-01  2.12e-01    1.0e-03
  17000    7.31e+00  6.66e+00    5.58e-02  5.47e-02    2.31e-01  2.11e-01    1.0e-03
  17100    7.52e+00  8.37e+00    9.15e-02  1.16e-01    2.38e-01  2.65e-01    1.0e-03
  17200    7.62e+00  9.15e+00    2.32e-02  2.23e-02    2.41e-01  2.89e-01    1.0e-03
  17300    7.25e+00  4.19e+00    1.20e-01  1.22e-01    2.29e-01  1.33e-01    1.0e-03
  17400    7.69e+00  7.96e+00    1.02e-02  1.09e-03    2.43e-01  2.52e-01    1.0e-03
  17500    6.63e+00  6.19e+00    1.96e-02  1.68e-02    2.10e-01  1.96e-01    1.0e-03
  17600    6.45e+00  5.98e+00    1.25e-02  1.47e-02    2.04e-01  1.89e-01    1.0e-03
  17700    7.39e+00  6.98e+00    3.79e-02  3.69e-02    2.34e-01  2.21e-01    1.0e-03
  17800    6.87e+00  6.93e+00    1.89e-02  1.45e-02    2.17e-01  2.19e-01    1.0e-03
  17900    9.77e+00  1.05e+01    3.66e-02  3.06e-02    3.09e-01  3.32e-01    1.0e-03
  18000    4.82e+00  5.05e+00    2.72e-02  4.13e-02    1.52e-01  1.60e-01    1.0e-03
  18100    6.27e+00  6.03e+00    1.70e-02  1.91e-02    1.98e-01  1.91e-01    1.0e-03
  18200    7.61e+00  7.89e+00    5.23e-02  4.98e-02    2.41e-01  2.50e-01    1.0e-03
  18300    7.71e+00  8.16e+00    2.71e-02  3.48e-02    2.44e-01  2.58e-01    1.0e-03
  18400    8.26e+00  7.71e+00    1.14e-02  1.37e-02    2.61e-01  2.44e-01    1.0e-03
  18500    8.19e+00  4.35e+00    1.41e+00  1.42e+00    2.53e-01  1.25e-01    1.0e-03
  18600    7.32e+00  7.45e+00    1.11e+00  1.11e+00    2.21e-01  2.25e-01    1.0e-03
  18700    8.32e+00  8.00e+00    2.55e-02  1.15e-02    2.63e-01  2.53e-01    1.0e-03
  18800    8.16e+00  7.57e+00    3.69e-02  3.56e-02    2.58e-01  2.39e-01    1.0e-03
  18900    1.24e+01  1.30e+01    6.89e-02  7.16e-02    3.93e-01  4.10e-01    1.0e-03
  19000    7.93e+00  8.92e+00    3.81e-02  1.78e-02    2.51e-01  2.82e-01    1.0e-03
  19100    9.61e+00  1.30e+01    2.99e-02  4.43e-02    3.04e-01  4.11e-01    1.0e-03
  19200    1.03e+01  8.65e+00    3.91e-02  2.90e-02    3.25e-01  2.74e-01    1.0e-03
  19300    7.32e+00  7.14e+00    6.72e-03  5.47e-03    2.32e-01  2.26e-01    1.0e-03
  19400    8.07e+00  8.56e+00    1.68e-02  2.20e-02    2.55e-01  2.71e-01    1.0e-03
  19500    5.19e+00  4.70e+00    1.55e-02  1.47e-02    1.64e-01  1.49e-01    1.0e-03
  19600    9.31e+00  7.31e+00    3.14e-02  2.36e-02    2.94e-01  2.31e-01    1.0e-03
  19700    7.56e+00  8.20e+00    2.81e-02  3.43e-02    2.39e-01  2.59e-01    1.0e-03
  19800    6.91e+00  7.38e+00    4.17e-02  3.71e-02    2.19e-01  2.33e-01    1.0e-03
  19900    9.89e+00  1.04e+01    1.16e-02  1.27e-02    3.13e-01  3.28e-01    1.0e-03
  20000    7.10e+00  6.05e+00    2.09e-02  1.19e-02    2.30e-01  1.96e-01    9.5e-04
  20100    4.58e+00  4.15e+00    2.26e-02  2.35e-02    1.49e-01  1.35e-01    9.5e-04
  20200    8.36e+00  7.22e+00    3.35e-02  2.83e-02    2.71e-01  2.34e-01    9.5e-04
  20300    6.15e+00  5.73e+00    2.16e-02  2.55e-02    2.00e-01  1.86e-01    9.5e-04
  20400    6.52e+00  6.40e+00    1.71e-02  6.74e-03    2.12e-01  2.08e-01    9.5e-04
  20500    8.21e+00  8.26e+00    8.95e-03  5.92e-03    2.66e-01  2.68e-01    9.5e-04
  20600    7.51e+00  7.58e+00    5.81e-02  5.70e-02    2.44e-01  2.46e-01    9.5e-04
  20700    6.67e+00  7.03e+00    3.09e-02  2.89e-02    2.16e-01  2.28e-01    9.5e-04
  20800    6.68e+00  6.70e+00    4.73e-02  4.25e-02    2.17e-01  2.17e-01    9.5e-04
  20900    5.89e+00  5.61e+00    2.88e-02  2.18e-02    1.91e-01  1.82e-01    9.5e-04
  21000    6.91e+00  6.67e+00    2.78e-02  3.41e-02    2.24e-01  2.16e-01    9.5e-04
  21100    6.62e+00  7.42e+00    3.39e-02  3.55e-02    2.15e-01  2.41e-01    9.5e-04
  21200    4.57e+00  4.18e+00    2.44e-02  2.80e-02    1.48e-01  1.36e-01    9.5e-04
  21300    8.76e+00  7.16e+00    1.93e-02  2.12e-02    2.84e-01  2.32e-01    9.5e-04
  21400    6.70e+00  7.72e+00    3.65e-02  3.00e-02    2.17e-01  2.51e-01    9.5e-04
  21500    7.77e+00  7.37e+00    2.75e-03  2.25e-03    2.52e-01  2.39e-01    9.5e-04
  21600    5.43e+00  4.71e+00    6.75e-02  6.96e-02    1.76e-01  1.52e-01    9.5e-04
  21700    1.06e+01  1.02e+01    4.90e-02  4.47e-02    3.43e-01  3.30e-01    9.5e-04
  21800    7.42e+00  9.54e+00    1.74e-02  2.13e-02    2.41e-01  3.10e-01    9.5e-04
  21900    6.28e+00  6.41e+00    6.87e-02  6.87e-02    2.04e-01  2.08e-01    9.5e-04
  22000    7.65e+00  6.56e+00    1.82e-02  9.97e-03    2.48e-01  2.13e-01    9.5e-04
  22100    6.48e+00  5.87e+00    3.46e-02  4.06e-02    2.10e-01  1.90e-01    9.5e-04
  22200    8.60e+00  8.79e+00    1.52e-02  1.34e-02    2.79e-01  2.85e-01    9.5e-04
  22300    6.97e+00  3.10e+00    1.82e-01  1.92e-01    2.26e-01  9.94e-02    9.5e-04
  22400    6.60e+00  7.19e+00    4.12e-02  3.22e-02    2.14e-01  2.33e-01    9.5e-04
  22500    7.57e+00  7.61e+00    3.04e-02  2.47e-02    2.46e-01  2.47e-01    9.5e-04
  22600    6.36e+00  6.76e+00    1.79e-02  3.27e-02    2.06e-01  2.19e-01    9.5e-04
  22700    7.87e+00  7.21e+00    4.17e-02  4.28e-02    2.55e-01  2.34e-01    9.5e-04
  22800    8.84e+00  8.86e+00    5.27e-03  3.49e-03    2.87e-01  2.88e-01    9.5e-04
  22900    8.81e+00  7.90e+00    2.81e-02  2.48e-02    2.86e-01  2.56e-01    9.5e-04
  23000    7.62e+00  7.74e+00    5.57e-02  4.96e-02    2.47e-01  2.51e-01    9.5e-04
  23100    6.37e+00  6.65e+00    3.48e-02  2.90e-02    2.07e-01  2.16e-01    9.5e-04
  23200    6.47e+00  7.02e+00    3.83e-02  3.80e-02    2.10e-01  2.28e-01    9.5e-04
  23300    9.17e+00  8.53e+00    3.82e-02  1.58e-02    2.98e-01  2.77e-01    9.5e-04
  23400    6.56e+00  6.21e+00    1.09e-02  7.54e-03    2.13e-01  2.01e-01    9.5e-04
  23500    6.44e+00  6.54e+00    4.22e-02  4.60e-02    2.09e-01  2.12e-01    9.5e-04
  23600    8.75e+00  9.31e+00    1.43e-02  1.34e-02    2.84e-01  3.02e-01    9.5e-04
  23700    6.53e+00  6.30e+00    4.84e-02  4.39e-02    2.12e-01  2.04e-01    9.5e-04
  23800    7.32e+00  6.21e+00    1.14e-02  5.31e-03    2.37e-01  2.02e-01    9.5e-04
  23900    7.72e+00  6.28e+00    5.65e-02  6.89e-02    2.50e-01  2.03e-01    9.5e-04
  24000    7.67e+00  7.68e+00    5.85e-02  5.83e-02    2.49e-01  2.49e-01    9.5e-04
  24100    6.48e+00  6.30e+00    1.40e-02  6.90e-03    2.10e-01  2.04e-01    9.5e-04
  24200    6.69e+00  6.05e+00    5.10e-02  4.73e-02    2.17e-01  1.96e-01    9.5e-04
  24300    7.32e+00  6.93e+00    2.62e-02  1.67e-02    2.37e-01  2.25e-01    9.5e-04
  24400    3.49e+00  3.74e+00    5.26e-02  5.90e-02    1.13e-01  1.21e-01    9.5e-04
  24500    7.57e+00  7.55e+00    1.08e-01  1.09e-01    2.45e-01  2.45e-01    9.5e-04
  24600    8.90e+00  8.75e+00    5.75e-02  6.72e-02    2.89e-01  2.84e-01    9.5e-04
  24700    1.39e+01  1.28e+01    1.22e-02  5.99e-05    4.49e-01  4.15e-01    9.5e-04
  24800    9.65e+00  9.47e+00    4.46e-02  3.42e-02    3.13e-01  3.07e-01    9.5e-04
  24900    7.75e+00  7.06e+00    3.02e-02  2.71e-02    2.51e-01  2.29e-01    9.5e-04
  25000    6.15e+00  5.16e+00    3.10e-02  3.14e-02    2.00e-01  1.67e-01    9.5e-04
  25100    7.49e+00  6.83e+00    2.11e-03  2.69e-03    2.43e-01  2.21e-01    9.5e-04
  25200    7.30e+00  6.86e+00    1.02e-02  1.14e-02    2.37e-01  2.23e-01    9.5e-04
  25300    7.52e+00  7.14e+00    8.08e-03  1.01e-02    2.44e-01  2.32e-01    9.5e-04
  25400    6.27e+00  6.17e+00    5.33e-02  4.51e-02    2.03e-01  2.00e-01    9.5e-04
  25500    3.57e+00  3.45e+00    4.29e-02  4.25e-02    1.16e-01  1.12e-01    9.5e-04
  25600    3.96e+00  3.43e+00    4.50e-02  4.34e-02    1.28e-01  1.11e-01    9.5e-04
  25700    7.57e+00  7.86e+00    3.59e-02  3.15e-02    2.46e-01  2.55e-01    9.5e-04
  25800    3.77e+00  3.36e+00    5.72e-02  5.94e-02    1.22e-01  1.09e-01    9.5e-04
  25900    4.15e+00  4.29e+00    3.40e-02  4.53e-03    1.35e-01  1.39e-01    9.5e-04
  26000    6.55e+00  6.55e+00    2.84e-03  4.05e-03    2.12e-01  2.13e-01    9.5e-04
  26100    7.60e+00  6.32e+00    9.48e-02  8.91e-02    2.46e-01  2.05e-01    9.5e-04
