# batch      l2_tst    l2_trn    l2_e_tst  l2_e_trn    l2_f_tst  l2_f_trn         lr
1732500    2.91e-01  2.54e-01    2.34e-03  1.01e-03    7.99e-02  7.01e-02    1.2e-05
1732600    3.20e-01  3.12e-01    2.64e-03  3.31e-03    8.77e-02  8.52e-02    1.2e-05
1732700    3.55e-01  3.54e-01    2.52e-03  1.99e-04    9.75e-02  9.77e-02    1.2e-05
1732800    3.55e-01  3.22e-01    3.00e-03  8.42e-04    9.73e-02  8.88e-02    1.2e-05
1732900    3.54e-01  3.14e-01    2.79e-03  9.31e-04    9.72e-02  8.66e-02    1.2e-05
1733000    3.67e-01  2.84e-01    7.57e-03  5.43e-03    9.73e-02  7.58e-02    1.2e-05
1733100    3.59e-01  3.31e-01    4.77e-03  3.38e-03    9.75e-02  9.05e-02    1.2e-05
1733200    3.53e-01  3.45e-01    2.24e-03  1.14e-03    9.72e-02  9.53e-02    1.2e-05
1733300    3.13e-01  3.09e-01    2.54e-03  3.37e-03    8.62e-02  8.49e-02    1.2e-05
1733400    5.13e-01  4.32e-01    3.27e-03  2.65e-03    1.41e-01  1.19e-01    1.2e-05
1733500    3.17e-01  2.47e-01    1.78e-03  1.35e-03    8.73e-02  6.80e-02    1.2e-05
1733600    5.09e-01  4.92e-01    2.75e-03  1.42e-03    1.40e-01  1.36e-01    1.2e-05
1733700    3.55e-01  3.97e-01    1.97e-03  2.40e-03    9.76e-02  1.09e-01    1.2e-05
1733800    3.54e-01  3.18e-01    2.02e-03  5.71e-04    9.74e-02  8.77e-02    1.2e-05
1733900    3.54e-01  3.07e-01    2.04e-03  1.12e-03    9.74e-02  8.46e-02    1.2e-05
1734000    3.21e-01  2.85e-01    4.09e-03  4.30e-03    8.72e-02  7.71e-02    1.2e-05
1734100    1.80e-01  1.66e-01    6.07e-03  6.13e-03    4.74e-02  4.32e-02    1.2e-05
1734200    3.51e-01  3.47e-01    4.59e-03  3.66e-03    9.54e-02  9.49e-02    1.2e-05
1734300    3.54e-01  3.27e-01    1.97e-03  1.12e-03    9.73e-02  9.02e-02    1.2e-05
1734400    3.57e-01  3.72e-01    4.29e-03  3.43e-03    9.73e-02  1.02e-01    1.2e-05
1734500    3.54e-01  3.52e-01    2.65e-03  3.55e-03    9.72e-02  9.63e-02    1.2e-05
1734600    3.54e-01  3.49e-01    2.12e-03  4.48e-03    9.74e-02  9.50e-02    1.2e-05
1734700    1.88e-01  1.98e-01    1.45e-03  1.02e-03    5.15e-02  5.44e-02    1.2e-05
1734800    1.86e-01  1.85e-01    1.97e-03  2.53e-03    5.09e-02  5.00e-02    1.2e-05
1734900    3.28e-01  2.73e-01    1.79e-03  2.44e-03    9.02e-02  7.48e-02    1.2e-05
1735000    1.86e-01  1.96e-01    2.05e-03  2.12e-03    5.07e-02  5.36e-02    1.2e-05
1735100    1.99e-01  2.15e-01    5.55e-03  6.02e-03    5.08e-02  5.47e-02    1.2e-05
1735200    3.56e-01  3.38e-01    2.97e-03  2.26e-03    9.78e-02  9.31e-02    1.2e-05
1735300    2.01e-01  2.03e-01    5.79e-03  4.18e-03    5.09e-02  5.37e-02    1.2e-05
1735400    3.54e-01  3.69e-01    2.14e-03  7.02e-04    9.75e-02  1.02e-01    1.2e-05
1735500    3.38e-01  3.93e-01    3.44e-03  3.31e-03    9.23e-02  1.08e-01    1.2e-05
1735600    3.18e-01  3.04e-01    1.73e-03  2.53e-04    8.76e-02  8.40e-02    1.2e-05
1735700    1.85e-01  1.92e-01    1.32e-03  9.21e-04    5.08e-02  5.28e-02    1.2e-05
1735800    2.94e-01  2.82e-01    5.22e-03  2.78e-03    7.89e-02  7.72e-02    1.2e-05
1735900    4.34e-01  4.64e-01    2.78e-03  3.31e-03    1.19e-01  1.27e-01    1.2e-05
1736000    3.26e-01  4.44e-01    1.03e-03  1.01e-03    9.00e-02  1.23e-01    1.2e-05
1736100    2.98e-01  2.78e-01    5.99e-03  4.99e-04    7.93e-02  7.67e-02    1.2e-05
1736200    4.35e-01  3.91e-01    2.13e-03  1.21e-03    1.20e-01  1.08e-01    1.2e-05
1736300    3.19e-01  2.88e-01    1.31e-03  8.65e-04    8.79e-02  7.94e-02    1.2e-05
1736400    4.56e-01  3.68e-01    2.93e-03  8.98e-04    1.25e-01  1.01e-01    1.2e-05
1736500    3.16e-01  3.17e-01    2.65e-03  2.33e-03    8.69e-02  8.73e-02    1.2e-05
1736600    3.10e-01  3.77e-01    2.06e-03  5.50e-03    8.55e-02  1.03e-01    1.2e-05
1736700    3.19e-01  2.78e-01    1.60e-03  1.34e-04    8.77e-02  7.68e-02    1.2e-05
1736800    3.54e-01  2.87e-01    1.97e-03  6.54e-04    9.73e-02  7.91e-02    1.2e-05
1736900    1.85e-01  1.63e-01    1.58e-03  3.62e-03    5.08e-02  4.27e-02    1.2e-05
1737000    3.54e-01  3.25e-01    1.98e-03  3.14e-03    9.75e-02  8.89e-02    1.2e-05
1737100    3.37e-01  3.03e-01    2.60e-03  4.15e-03    9.24e-02  8.22e-02    1.2e-05
1737200    3.22e-01  3.46e-01    9.51e-03  8.84e-03    8.58e-02  9.30e-02    1.2e-05
1737300    1.86e-01  1.85e-01    1.55e-03  1.21e-03    5.11e-02  5.10e-02    1.2e-05
1737400    3.94e-01  3.31e-01    3.36e-03  1.39e-03    1.08e-01  9.12e-02    1.2e-05
1737500    3.20e-01  3.07e-01    3.51e-03  2.38e-03    8.75e-02  8.43e-02    1.2e-05
1737600    3.61e-01  3.59e-01    5.91e-03  6.82e-03    9.72e-02  9.58e-02    1.2e-05
1737700    1.87e-01  1.85e-01    5.81e-04  3.97e-04    5.15e-02  5.10e-02    1.2e-05
1737800    3.18e-01  2.80e-01    1.59e-03  2.00e-03    8.76e-02  7.69e-02    1.2e-05
1737900    1.85e-01  1.79e-01    1.34e-03  3.02e-03    5.09e-02  4.80e-02    1.2e-05
1738000    5.08e-01  5.12e-01    3.35e-03  5.05e-04    1.40e-01  1.41e-01    1.2e-05
1738100    1.79e-01  2.06e-01    4.57e-03  8.19e-03    4.82e-02  5.31e-02    1.2e-05
1738200    3.22e-01  3.56e-01    3.84e-03  1.43e-03    8.78e-02  9.80e-02    1.2e-05
1738300    3.27e-01  3.05e-01    1.21e-03  2.09e-03    9.00e-02  8.39e-02    1.2e-05
1738400    4.35e-01  5.18e-01    4.15e-03  3.40e-03    1.19e-01  1.42e-01    1.2e-05
1738500    1.85e-01  2.18e-01    1.68e-03  1.64e-03    5.07e-02  5.98e-02    1.2e-05
1738600    3.93e-01  3.56e-01    1.65e-03  2.68e-04    1.08e-01  9.81e-02    1.2e-05
1738700    1.96e-01  2.26e-01    4.37e-03  4.72e-03    5.14e-02  5.99e-02    1.2e-05
1738800    3.37e-01  2.92e-01    2.54e-03  2.89e-03    9.25e-02  7.98e-02    1.2e-05
1738900    3.36e-01  3.84e-01    2.52e-03  2.62e-03    9.22e-02  1.05e-01    1.2e-05
1739000    3.30e-01  2.98e-01    3.38e-03  2.35e-03    9.03e-02  8.17e-02    1.2e-05
1739100    3.20e-01  3.56e-01    1.81e-03  3.14e-03    8.79e-02  9.76e-02    1.2e-05
1739200    4.48e-01  4.56e-01    4.40e-03  2.84e-03    1.23e-01  1.26e-01    1.2e-05
1739300    3.56e-01  3.04e-01    3.53e-03  1.73e-03    9.74e-02  8.38e-02    1.2e-05
1739400    3.55e-01  3.13e-01    2.50e-03  3.16e-03    9.75e-02  8.55e-02    1.2e-05
1739500    3.37e-01  3.09e-01    3.48e-03  2.74e-03    9.22e-02  8.46e-02    1.2e-05
1739600    3.37e-01  3.12e-01    2.41e-03  9.65e-04    9.25e-02  8.60e-02    1.2e-05
1739700    4.45e-01  4.57e-01    2.40e-03  3.05e-03    1.23e-01  1.26e-01    1.2e-05
1739800    3.14e-01  1.45e-01    3.27e-03  3.18e-03    8.64e-02  3.91e-02    1.2e-05
1739900    1.84e-01  1.86e-01    6.52e-04  8.57e-04    5.07e-02  5.13e-02    1.2e-05
1740000    3.47e-01  3.84e-01    2.08e-03  7.22e-04    9.78e-02  1.09e-01    1.2e-05
1740100    3.21e-01  3.42e-01    3.16e-03  2.41e-03    8.98e-02  9.61e-02    1.2e-05
1740200    3.11e-01  2.94e-01    1.33e-03  1.18e-03    8.78e-02  8.28e-02    1.2e-05
1740300    3.47e-01  4.27e-01    2.82e-03  7.22e-03    9.74e-02  1.18e-01    1.2e-05
1740400    3.22e-01  3.28e-01    2.37e-03  3.79e-03    9.06e-02  9.15e-02    1.2e-05
1740500    3.11e-01  3.68e-01    1.26e-03  2.21e-03    8.77e-02  1.04e-01    1.2e-05
1740600    3.47e-01  3.44e-01    3.23e-03  3.47e-03    9.73e-02  9.65e-02    1.2e-05
1740700    4.24e-01  4.53e-01    1.34e-03  1.73e-04    1.20e-01  1.28e-01    1.2e-05
1740800    3.46e-01  2.96e-01    2.30e-03  2.01e-03    9.74e-02  8.34e-02    1.2e-05
1740900    3.45e-01  3.59e-01    2.23e-03  9.78e-04    9.72e-02  1.01e-01    1.2e-05
1741000    3.11e-01  2.63e-01    1.96e-03  2.03e-03    8.75e-02  7.40e-02    1.2e-05
1741100    3.45e-01  3.28e-01    2.22e-03  5.49e-04    9.71e-02  9.28e-02    1.2e-05
1741200    3.28e-01  3.46e-01    2.44e-03  7.46e-04    9.23e-02  9.78e-02    1.2e-05
1741300    3.27e-01  3.25e-01    2.31e-03  1.88e-03    9.21e-02  9.17e-02    1.2e-05
1741400    4.23e-01  3.26e-01    1.31e-03  2.91e-03    1.19e-01  9.16e-02    1.2e-05
1741500    2.88e-01  2.96e-01    6.22e-03  3.92e-03    7.80e-02  8.23e-02    1.2e-05
1741600    4.23e-01  3.74e-01    2.33e-03  9.85e-04    1.19e-01  1.06e-01    1.2e-05
1741700    2.88e-01  2.86e-01    3.15e-03  1.26e-03    8.06e-02  8.08e-02    1.2e-05
1741800    3.46e-01  3.29e-01    2.47e-03  2.69e-04    9.75e-02  9.28e-02    1.2e-05
1741900    3.12e-01  2.82e-01    3.15e-03  2.10e-03    8.74e-02  7.94e-02    1.2e-05
1742000    3.46e-01  3.27e-01    1.94e-03  4.11e-04    9.74e-02  9.25e-02    1.2e-05
1742100    4.97e-01  5.10e-01    2.82e-03  4.99e-04    1.40e-01  1.44e-01    1.2e-05
1742200    1.79e-01  1.81e-01    1.16e-03  1.34e-03    5.04e-02  5.08e-02    1.2e-05
1742300    3.45e-01  2.80e-01    2.09e-03  2.50e-03    9.72e-02  7.85e-02    1.2e-05
1742400    3.28e-01  3.22e-01    2.31e-03  6.25e-04    9.22e-02  9.10e-02    1.2e-05
1742500    3.19e-01  3.03e-01    2.51e-03  7.34e-04    8.98e-02  8.57e-02    1.2e-05
1742600    1.84e-01  2.44e-01    2.81e-03  3.18e-03    5.07e-02  6.77e-02    1.2e-05
1742700    1.80e-01  1.91e-01    1.07e-03  4.09e-04    5.07e-02  5.38e-02    1.2e-05
1742800    4.96e-01  4.57e-01    2.97e-03  2.95e-03    1.40e-01  1.29e-01    1.2e-05
1742900    3.47e-01  3.16e-01    3.42e-03  5.04e-04    9.74e-02  8.92e-02    1.2e-05
1743000    2.89e-01  2.77e-01    5.10e-03  4.03e-03    7.95e-02  7.67e-02    1.2e-05
1743100    3.51e-01  3.22e-01    4.71e-03  4.87e-04    9.75e-02  9.10e-02    1.2e-05
1743200    3.11e-01  2.65e-01    1.31e-03  7.93e-04    8.77e-02  7.49e-02    1.2e-05
1743300    3.28e-01  2.94e-01    2.64e-03  1.58e-04    9.22e-02  8.31e-02    1.2e-05
1743400    3.46e-01  4.03e-01    2.22e-03  1.18e-03    9.74e-02  1.14e-01    1.2e-05
1743500    3.19e-01  3.50e-01    1.71e-03  1.96e-03    8.99e-02  9.88e-02    1.2e-05
1743600    3.46e-01  2.65e-01    2.06e-03  1.10e-03    9.75e-02  7.48e-02    1.2e-05
1743700    1.80e-01  1.82e-01    1.02e-03  1.13e-03    5.07e-02  5.12e-02    1.2e-05
1743800    2.90e-01  3.03e-01    5.02e-03  7.11e-03    7.99e-02  8.14e-02    1.2e-05
1743900    2.82e-01  2.71e-01    4.74e-03  2.76e-03    7.77e-02  7.58e-02    1.2e-05
1744000    3.29e-01  3.10e-01    2.88e-03  5.09e-03    9.24e-02  8.54e-02    1.2e-05
1744100    3.47e-01  4.45e-01    2.46e-03  4.18e-05    9.75e-02  1.26e-01    1.2e-05
1744200    3.46e-01  3.53e-01    2.04e-03  5.97e-04    9.75e-02  9.96e-02    1.2e-05
1744300    3.45e-01  3.35e-01    2.16e-03  4.69e-03    9.73e-02  9.31e-02    1.2e-05
1744400    3.19e-01  3.12e-01    9.50e-04  6.36e-04    9.02e-02  8.81e-02    1.2e-05
1744500    3.47e-01  3.70e-01    3.14e-03  3.54e-03    9.74e-02  1.04e-01    1.2e-05
1744600    5.02e-01  5.91e-01    5.15e-03  3.54e-03    1.41e-01  1.67e-01    1.2e-05
1744700    3.30e-01  3.25e-01    3.78e-03  2.75e-03    9.23e-02  9.14e-02    1.2e-05
1744800    3.13e-01  3.68e-01    1.68e-03  1.46e-03    8.84e-02  1.04e-01    1.2e-05
1744900    1.82e-01  1.83e-01    1.64e-03  1.49e-03    5.11e-02  5.13e-02    1.2e-05
1745000    2.93e-01  2.77e-01    7.38e-03  9.76e-04    7.80e-02  7.83e-02    1.2e-05
1745100    1.74e-01  1.98e-01    4.17e-03  2.05e-03    4.81e-02  5.58e-02    1.2e-05
1745200    4.25e-01  4.39e-01    2.72e-03  2.90e-03    1.20e-01  1.23e-01    1.2e-05
1745300    3.45e-01  3.06e-01    2.02e-03  1.74e-03    9.73e-02  8.62e-02    1.2e-05
1745400    3.46e-01  3.33e-01    2.52e-03  4.59e-03    9.74e-02  9.25e-02    1.2e-05
1745500    1.80e-01  2.23e-01    9.61e-04  2.00e-03    5.07e-02  6.26e-02    1.2e-05
1745600    3.16e-01  3.31e-01    3.95e-03  2.13e-03    8.80e-02  9.31e-02    1.2e-05
1745700    1.81e-01  1.82e-01    7.15e-04  2.61e-04    5.12e-02  5.15e-02    1.2e-05
1745800    3.04e-01  3.02e-01    1.90e-03  4.57e-04    8.59e-02  8.53e-02    1.2e-05
1745900    3.46e-01  3.07e-01    2.35e-03  1.52e-03    9.74e-02  8.66e-02    1.2e-05
1746000    3.45e-01  3.75e-01    2.04e-03  1.23e-03    9.72e-02  1.06e-01    1.2e-05
1746100    4.23e-01  3.77e-01    1.88e-03  1.24e-03    1.19e-01  1.06e-01    1.2e-05
1746200    3.29e-01  3.03e-01    2.30e-03  2.57e-03    9.27e-02  8.50e-02    1.2e-05
1746300    3.45e-01  3.56e-01    1.93e-03  1.58e-03    9.73e-02  1.01e-01    1.2e-05
1746400    3.45e-01  3.20e-01    1.93e-03  7.09e-06    9.73e-02  9.04e-02    1.2e-05
1746500    3.45e-01  3.34e-01    2.01e-03  8.83e-04    9.72e-02  9.44e-02    1.2e-05
1746600    4.49e-01  4.68e-01    5.24e-03  6.99e-03    1.25e-01  1.30e-01    1.2e-05
1746700    3.13e-01  2.77e-01    8.45e-03  8.33e-03    8.59e-02  7.54e-02    1.2e-05
1746800    3.12e-01  3.22e-01    3.33e-03  3.43e-03    8.74e-02  9.00e-02    1.2e-05
1746900    3.08e-01  2.87e-01    2.99e-03  1.62e-03    8.66e-02  8.11e-02    1.2e-05
1747000    3.11e-01  2.35e-01    1.94e-03  3.47e-03    8.75e-02  6.52e-02    1.2e-05
1747100    3.24e-01  3.00e-01    4.11e-03  2.44e-03    9.04e-02  8.43e-02    1.2e-05
1747200    3.45e-01  2.88e-01    1.95e-03  6.53e-04    9.73e-02  8.15e-02    1.2e-05
1747300    1.79e-01  1.58e-01    9.64e-04  4.79e-04    5.04e-02  4.45e-02    1.2e-05
1747400    3.11e-01  2.84e-01    1.34e-03  4.77e-04    8.77e-02  8.02e-02    1.2e-05
1747500    3.46e-01  4.17e-01    2.87e-03  3.14e-03    9.73e-02  1.17e-01    1.2e-05
1747600    4.23e-01  3.49e-01    2.06e-03  3.71e-04    1.19e-01  9.86e-02    1.2e-05
1747700    3.87e-01  3.95e-01    2.76e-03  2.27e-03    1.09e-01  1.11e-01    1.2e-05
1747800    3.45e-01  3.43e-01    1.93e-03  1.20e-03    9.73e-02  9.68e-02    1.2e-05
1747900    1.83e-01  1.82e-01    1.79e-03  1.14e-03    5.12e-02  5.12e-02    1.2e-05
1748000    3.46e-01  3.43e-01    2.12e-03  1.80e-03    9.75e-02  9.67e-02    1.2e-05
1748100    1.81e-01  1.71e-01    2.09e-03  2.15e-03    5.05e-02  4.77e-02    1.2e-05
1748200    3.48e-01  3.22e-01    3.34e-03  3.00e-03    9.75e-02  9.03e-02    1.2e-05
1748300    3.47e-01  3.54e-01    3.08e-03  1.73e-03    9.74e-02  9.97e-02    1.2e-05
1748400    4.96e-01  5.21e-01    2.55e-03  1.11e-03    1.40e-01  1.47e-01    1.2e-05
1748500    3.30e-01  3.20e-01    8.24e-03  5.98e-03    8.80e-02  8.77e-02    1.2e-05
1748600    3.45e-01  3.31e-01    2.01e-03  2.16e-03    9.73e-02  9.32e-02    1.2e-05
1748700    1.88e-01  2.19e-01    3.99e-03  2.41e-03    5.08e-02  6.11e-02    1.2e-05
1748800    4.37e-01  4.87e-01    3.65e-03  3.20e-03    1.23e-01  1.37e-01    1.2e-05
1748900    3.47e-01  3.16e-01    3.33e-03  2.13e-03    9.73e-02  8.91e-02    1.2e-05
1749000    3.84e-01  3.73e-01    2.89e-03  2.41e-04    1.08e-01  1.06e-01    1.2e-05
1749100    3.49e-01  3.03e-01    4.38e-03  2.61e-03    9.73e-02  8.50e-02    1.2e-05
1749200    3.11e-01  2.82e-01    2.38e-03  3.94e-03    8.73e-02  7.83e-02    1.2e-05
1749300    3.20e-01  4.03e-01    1.69e-03  2.51e-03    9.03e-02  1.13e-01    1.2e-05
1749400    3.50e-01  2.61e-01    4.83e-03  3.53e-03    9.73e-02  7.27e-02    1.2e-05
1749500    3.46e-01  3.34e-01    2.90e-03  3.75e-03    9.72e-02  9.34e-02    1.2e-05
1749600    3.46e-01  2.91e-01    2.28e-03  2.87e-03    9.75e-02  8.16e-02    1.2e-05
1749700    1.81e-01  1.80e-01    1.75e-03  1.76e-03    5.08e-02  5.04e-02    1.2e-05
1749800    3.47e-01  2.93e-01    2.92e-03  3.90e-03    9.73e-02  8.14e-02    1.2e-05
1749900    3.46e-01  3.51e-01    2.27e-03  2.11e-03    9.74e-02  9.90e-02    1.2e-05
1750000    4.34e-01  4.22e-01    2.07e-03  1.41e-03    1.23e-01  1.19e-01    1.2e-05
1750100    1.80e-01  1.81e-01    1.21e-03  9.16e-04    5.06e-02  5.11e-02    1.2e-05
1750200    4.34e-01  4.34e-01    1.73e-03  1.39e-03    1.23e-01  1.22e-01    1.2e-05
1750300    3.46e-01  3.35e-01    2.24e-03  3.56e-03    9.74e-02  9.36e-02    1.2e-05
1750400    3.29e-01  3.14e-01    2.89e-03  1.71e-03    9.23e-02  8.84e-02    1.2e-05
1750500    3.24e-01  3.33e-01    6.75e-03  5.20e-03    8.81e-02  9.20e-02    1.2e-05
1750600    1.81e-01  1.81e-01    1.51e-03  1.84e-03    5.07e-02  5.06e-02    1.2e-05
1750700    3.16e-01  3.20e-01    3.47e-03  3.99e-03    8.83e-02  8.91e-02    1.2e-05
1750800    3.30e-01  3.16e-01    2.59e-03  3.58e-03    9.28e-02  8.83e-02    1.2e-05
1750900    3.28e-01  3.53e-01    2.59e-03  8.11e-04    9.23e-02  9.98e-02    1.2e-05
1751000    3.45e-01  3.42e-01    1.97e-03  1.82e-03    9.73e-02  9.63e-02    1.2e-05
1751100    3.46e-01  2.72e-01    1.94e-03  7.12e-04    9.74e-02  7.68e-02    1.2e-05
1751200    2.83e-01  2.80e-01    4.63e-03  1.79e-03    7.79e-02  7.88e-02    1.2e-05
1751300    3.46e-01  3.80e-01    2.48e-03  2.44e-03    9.73e-02  1.07e-01    1.2e-05
1751400    3.47e-01  3.73e-01    3.21e-03  1.67e-03    9.72e-02  1.05e-01    1.2e-05
1751500    1.82e-01  2.40e-01    9.04e-04  9.30e-05    5.12e-02  6.79e-02    1.2e-05
1751600    3.16e-01  3.23e-01    2.55e-03  8.34e-04    8.89e-02  9.12e-02    1.2e-05
1751700    3.28e-01  3.41e-01    2.96e-03  1.86e-05    9.21e-02  9.64e-02    1.2e-05
1751800    3.48e-01  3.02e-01    3.92e-03  4.94e-03    9.73e-02  8.34e-02    1.2e-05
1751900    3.47e-01  3.56e-01    3.07e-03  3.24e-04    9.74e-02  1.01e-01    1.2e-05
1752000    2.84e-01  2.82e-01    4.88e-03  5.54e-03    7.81e-02  7.70e-02    1.2e-05
1752100    2.86e-01  2.92e-01    4.03e-03  1.33e-03    7.93e-02  8.22e-02    1.2e-05
1752200    3.11e-01  2.78e-01    1.95e-03  2.00e-03    8.77e-02  7.83e-02    1.2e-05
1752300    3.12e-01  2.51e-01    2.02e-03  2.09e-04    8.78e-02  7.08e-02    1.2e-05
1752400    3.86e-01  4.30e-01    3.16e-03  3.10e-03    1.09e-01  1.21e-01    1.2e-05
1752500    4.21e-01  3.80e-01    1.66e-03  4.74e-05    1.19e-01  1.07e-01    1.2e-05
1752600    1.84e-01  1.83e-01    3.12e-03  2.24e-03    5.04e-02  5.08e-02    1.2e-05
1752700    3.29e-01  4.70e-01    3.19e-03  5.03e-03    9.22e-02  1.31e-01    1.2e-05
1752800    3.48e-01  4.99e-01    3.43e-03  2.28e-03    9.74e-02  1.41e-01    1.2e-05
1752900    3.11e-01  2.56e-01    1.74e-03  1.39e-03    8.77e-02  7.21e-02    1.2e-05
1753000    3.19e-01  3.73e-01    1.05e-03  9.93e-04    9.00e-02  1.05e-01    1.2e-05
1753100    3.29e-01  3.76e-01    3.48e-03  2.26e-03    9.21e-02  1.06e-01    1.2e-05
1753200    3.28e-01  3.04e-01    2.49e-03  2.14e-03    9.22e-02  8.55e-02    1.2e-05
1753300    3.46e-01  3.30e-01    2.49e-03  2.84e-03    9.73e-02  9.27e-02    1.2e-05
1753400    2.83e-01  2.64e-01    4.85e-03  3.04e-03    7.79e-02  7.36e-02    1.2e-05
1753500    3.28e-01  3.06e-01    2.75e-03  1.82e-03    9.23e-02  8.62e-02    1.2e-05
1753600    3.54e-01  5.22e-01    6.31e-03  1.34e-03    9.73e-02  1.47e-01    1.2e-05
1753700    2.87e-01  2.82e-01    3.87e-03  6.56e-03    7.97e-02  7.57e-02    1.2e-05
1753800    3.19e-01  3.49e-01    1.18e-03  1.38e-03    9.02e-02  9.84e-02    1.2e-05
1753900    3.22e-01  4.50e-01    3.51e-03  1.59e-03    9.01e-02  1.27e-01    1.2e-05
1754000    3.19e-01  3.19e-01    2.73e-03  5.37e-04    8.97e-02  9.00e-02    1.2e-05
1754100    3.11e-01  2.44e-01    1.82e-03  7.23e-04    8.75e-02  6.89e-02    1.2e-05
1754200    3.83e-01  3.38e-01    3.41e-03  7.34e-04    1.07e-01  9.55e-02    1.2e-05
1754300    4.22e-01  4.78e-01    1.67e-03  5.93e-04    1.19e-01  1.35e-01    1.2e-05
1754400    3.28e-01  3.10e-01    2.18e-03  5.95e-04    9.24e-02  8.77e-02    1.2e-05
1754500    3.45e-01  2.72e-01    2.00e-03  4.50e-04    9.71e-02  7.69e-02    1.2e-05
1754600    3.33e-01  4.21e-01    5.13e-03  1.07e-03    9.22e-02  1.19e-01    1.2e-05
1754700    3.11e-01  2.90e-01    1.65e-03  1.94e-03    8.76e-02  8.17e-02    1.2e-05
1754800    4.24e-01  4.64e-01    1.54e-03  7.34e-04    1.20e-01  1.31e-01    1.2e-05
1754900    3.11e-01  2.25e-01    1.90e-03  2.08e-03    8.77e-02  6.30e-02    1.2e-05
1755000    3.45e-01  2.77e-01    2.12e-03  8.59e-04    9.73e-02  7.83e-02    1.2e-05
1755100    3.12e-01  2.83e-01    3.74e-03  3.46e-03    8.72e-02  7.89e-02    1.2e-05
1755200    3.08e-01  1.32e-01    3.00e-03  3.60e-03    8.66e-02  3.62e-02    1.2e-05
1755300    4.34e-01  4.91e-01    1.61e-03  1.03e-03    1.22e-01  1.39e-01    1.2e-05
1755400    3.11e-01  3.49e-01    2.49e-03  1.84e-04    8.77e-02  9.88e-02    1.2e-05
1755500    3.45e-01  3.59e-01    2.68e-03  3.37e-03    9.71e-02  1.01e-01    1.2e-05
1755600    3.28e-01  3.06e-01    2.43e-03  1.36e-03    9.22e-02  8.64e-02    1.2e-05
1755700    1.81e-01  1.68e-01    1.22e-03  7.03e-04    5.10e-02  4.74e-02    1.2e-05
1755800    3.45e-01  2.88e-01    2.15e-03  1.55e-03    9.72e-02  8.11e-02    1.2e-05
1755900    3.46e-01  3.03e-01    2.47e-03  1.82e-03    9.73e-02  8.53e-02    1.2e-05
1756000    3.08e-01  2.89e-01    2.27e-03  1.45e-03    8.68e-02  8.15e-02    1.2e-05
1756100    3.46e-01  3.13e-01    2.79e-03  3.21e-03    9.74e-02  8.75e-02    1.2e-05
1756200    3.21e-01  4.29e-01    3.40e-03  6.04e-04    8.98e-02  1.21e-01    1.2e-05
1756300    3.18e-01  3.17e-01    1.32e-03  9.24e-04    8.98e-02  8.95e-02    1.2e-05
1756400    3.46e-01  3.49e-01    1.95e-03  2.13e-05    9.75e-02  9.88e-02    1.2e-05
1756500    3.46e-01  2.75e-01    2.04e-03  6.99e-04    9.75e-02  7.76e-02    1.2e-05
1756600    3.47e-01  3.08e-01    2.81e-03  1.41e-03    9.74e-02  8.68e-02    1.2e-05
1756700    3.21e-01  3.29e-01    6.34e-03  6.37e-03    8.75e-02  8.98e-02    1.2e-05
1756800    3.12e-01  2.57e-01    2.39e-03  1.48e-03    8.77e-02  7.25e-02    1.2e-05
1756900    4.98e-01  5.53e-01    4.53e-03  2.00e-03    1.40e-01  1.56e-01    1.2e-05
1757000    3.19e-01  2.79e-01    1.68e-03  9.44e-04    8.99e-02  7.87e-02    1.2e-05
1757100    2.89e-01  2.85e-01    6.25e-03  8.11e-03    7.84e-02  7.48e-02    1.2e-05
1757200    3.47e-01  3.10e-01    3.27e-03  2.10e-03    9.73e-02  8.71e-02    1.2e-05
1757300    1.86e-01  1.74e-01    2.56e-03  3.65e-03    5.16e-02  4.71e-02    1.2e-05
1757400    3.02e-01  2.79e-01    1.95e-03  4.46e-04    8.53e-02  7.90e-02    1.2e-05
1757500    3.47e-01  2.99e-01    2.73e-03  2.71e-03    9.74e-02  8.39e-02    1.2e-05
1757600    1.80e-01  2.43e-01    8.60e-04  1.06e-03    5.07e-02  6.86e-02    1.2e-05
1757700    3.46e-01  3.68e-01    2.42e-03  5.03e-04    9.72e-02  1.04e-01    1.2e-05
1757800    3.47e-01  3.09e-01    3.67e-03  1.17e-03    9.72e-02  8.72e-02    1.2e-05
1757900    2.87e-01  2.60e-01    5.53e-03  1.44e-04    7.85e-02  7.35e-02    1.2e-05
1758000    1.87e-01  1.74e-01    8.85e-03  9.05e-03    4.77e-02  4.36e-02    1.2e-05
1758100    2.85e-01  3.21e-01    3.01e-03  3.07e-03    7.97e-02  8.98e-02    1.2e-05
1758200    4.24e-01  4.21e-01    1.32e-03  1.65e-03    1.20e-01  1.19e-01    1.2e-05
1758300    4.97e-01  5.29e-01    2.77e-03  1.32e-03    1.40e-01  1.49e-01    1.2e-05
1758400    3.11e-01  3.50e-01    1.58e-03  2.77e-03    8.76e-02  9.84e-02    1.2e-05
1758500    3.45e-01  3.28e-01    2.19e-03  1.44e-03    9.72e-02  9.25e-02    1.2e-05
1758600    2.87e-01  3.12e-01    5.24e-03  2.90e-03    7.86e-02  8.74e-02    1.2e-05
1758700    2.94e-01  2.99e-01    7.62e-03  5.17e-03    7.80e-02  8.22e-02    1.2e-05
