# batch      l2_tst    l2_trn    l2_e_tst  l2_e_trn    l2_f_tst  l2_f_trn         lr
 577100    8.56e-01  7.86e-01    6.52e-03  6.17e-03    5.52e-02  5.07e-02    2.4e-04
 577200    1.65e+00  1.81e+00    3.00e-03  2.74e-03    1.07e-01  1.17e-01    2.4e-04
 577300    2.05e+00  2.23e+00    1.19e-02  1.25e-02    1.32e-01  1.44e-01    2.4e-04
 577400    1.67e+00  1.55e+00    3.22e-03  4.28e-03    1.08e-01  1.00e-01    2.4e-04
 577500    1.57e+00  1.23e+00    1.89e-03  1.96e-03    1.02e-01  7.94e-02    2.4e-04
 577600    1.51e+00  1.37e+00    1.22e-02  1.02e-02    9.74e-02  8.86e-02    2.4e-04
 577700    1.68e+00  1.41e+00    3.74e-03  2.45e-03    1.09e-01  9.11e-02    2.4e-04
 577800    1.97e+00  1.91e+00    1.84e-02  1.98e-02    1.27e-01  1.23e-01    2.4e-04
 577900    8.82e-01  8.76e-01    7.59e-03  8.04e-03    5.68e-02  5.64e-02    2.4e-04
 578000    8.78e-01  9.21e-01    1.47e-02  1.53e-02    5.56e-02  5.84e-02    2.4e-04
 578100    1.84e+00  1.95e+00    3.39e-03  7.19e-04    1.19e-01  1.26e-01    2.4e-04
 578200    1.64e+00  1.52e+00    4.48e-03  5.41e-03    1.06e-01  9.85e-02    2.4e-04
 578300    8.59e-01  8.18e-01    2.80e-02  2.68e-02    5.38e-02  5.12e-02    2.4e-04
 578400    1.69e+00  1.58e+00    1.63e-02  1.44e-02    1.09e-01  1.02e-01    2.4e-04
 578500    1.67e+00  1.39e+00    8.16e-03  3.37e-03    1.08e-01  9.03e-02    2.4e-04
 578600    1.64e+00  2.08e+00    3.23e-03  3.78e-03    1.06e-01  1.34e-01    2.4e-04
 578700    1.67e+00  1.50e+00    7.98e-03  4.69e-03    1.08e-01  9.68e-02    2.4e-04
 578800    1.72e+00  1.37e+00    1.36e-02  1.53e-02    1.11e-01  8.78e-02    2.4e-04
 578900    1.38e+00  1.19e+00    8.14e-03  2.68e-03    8.95e-02  7.72e-02    2.4e-04
 579000    2.13e+00  1.85e+00    2.51e-02  2.49e-02    1.37e-01  1.18e-01    2.4e-04
 579100    1.67e+00  1.58e+00    3.80e-03  4.66e-03    1.08e-01  1.02e-01    2.4e-04
 579200    1.58e+00  1.40e+00    2.11e-03  3.09e-03    1.02e-01  9.03e-02    2.4e-04
 579300    1.51e+00  1.28e+00    4.50e-03  4.24e-03    9.76e-02  8.28e-02    2.4e-04
 579400    1.52e+00  1.32e+00    6.73e-03  4.82e-03    9.81e-02  8.55e-02    2.4e-04
 579500    1.59e+00  1.48e+00    1.22e-02  1.32e-02    1.02e-01  9.53e-02    2.4e-04
 579600    8.69e-01  8.31e-01    1.05e-02  1.06e-02    5.57e-02  5.31e-02    2.4e-04
 579700    1.76e+00  1.37e+00    4.10e-03  2.74e-03    1.14e-01  8.90e-02    2.4e-04
 579800    1.57e+00  1.85e+00    8.40e-03  7.02e-03    1.01e-01  1.20e-01    2.4e-04
 579900    1.65e+00  1.54e+00    7.74e-03  4.87e-03    1.07e-01  9.98e-02    2.4e-04
 580000    1.53e+00  1.80e+00    8.85e-03  9.73e-03    1.01e-01  1.20e-01    2.3e-04
 580100    1.48e+00  1.57e+00    5.72e-03  7.27e-03    9.83e-02  1.04e-01    2.3e-04
 580200    1.60e+00  1.33e+00    4.93e-03  2.47e-03    1.06e-01  8.84e-02    2.3e-04
 580300    1.50e+00  1.58e+00    2.20e-02  2.15e-02    9.84e-02  1.03e-01    2.3e-04
 580400    2.32e+00  2.15e+00    1.58e-02  5.86e-03    1.54e-01  1.43e-01    2.3e-04
 580500    1.67e+00  1.69e+00    1.15e-02  1.10e-02    1.11e-01  1.12e-01    2.3e-04
 580600    1.59e+00  1.70e+00    5.74e-03  5.22e-03    1.06e-01  1.13e-01    2.3e-04
 580700    1.64e+00  1.29e+00    6.48e-03  7.09e-03    1.09e-01  8.56e-02    2.3e-04
 580800    1.61e+00  1.65e+00    3.12e-03  1.93e-03    1.07e-01  1.10e-01    2.3e-04
 580900    1.43e+00  1.14e+00    4.45e-03  2.80e-03    9.51e-02  7.60e-02    2.3e-04
 581000    1.80e+00  1.64e+00    5.24e-03  5.36e-03    1.20e-01  1.09e-01    2.3e-04
 581100    1.60e+00  1.40e+00    1.01e-02  9.96e-03    1.06e-01  9.27e-02    2.3e-04
 581200    1.70e+00  1.36e+00    4.26e-03  6.07e-03    1.13e-01  9.00e-02    2.3e-04
 581300    1.52e+00  1.67e+00    2.07e-02  1.88e-02    9.93e-02  1.10e-01    2.3e-04
 581400    8.03e-01  8.53e-01    6.60e-03  2.49e-03    5.32e-02  5.66e-02    2.3e-04
 581500    8.68e-01  8.39e-01    5.51e-03  4.65e-03    5.75e-02  5.56e-02    2.3e-04
 581600    8.40e-01  8.56e-01    8.49e-03  7.96e-03    5.54e-02  5.65e-02    2.3e-04
 581700    1.79e+00  1.68e+00    1.10e-02  8.58e-03    1.18e-01  1.11e-01    2.3e-04
 581800    1.64e+00  1.78e+00    2.16e-02  2.06e-02    1.07e-01  1.17e-01    2.3e-04
 581900    2.34e+00  2.37e+00    1.53e-02  1.02e-02    1.55e-01  1.57e-01    2.3e-04
 582000    2.01e+00  1.91e+00    2.30e-02  1.90e-02    1.32e-01  1.26e-01    2.3e-04
 582100    1.63e+00  1.73e+00    1.21e-02  8.38e-03    1.08e-01  1.15e-01    2.3e-04
 582200    1.53e+00  1.62e+00    3.80e-03  3.89e-03    1.02e-01  1.07e-01    2.3e-04
 582300    1.57e+00  1.47e+00    1.69e-02  1.53e-02    1.03e-01  9.71e-02    2.3e-04
 582400    1.46e+00  6.04e-01    1.29e-02  1.23e-02    9.64e-02  3.96e-02    2.3e-04
 582500    1.47e+00  1.66e+00    5.44e-03  2.78e-03    9.74e-02  1.10e-01    2.3e-04
 582600    1.57e+00  1.60e+00    1.13e-02  1.10e-02    1.04e-01  1.06e-01    2.3e-04
 582700    6.13e-01  7.12e-01    2.88e-02  2.71e-02    4.06e-02  4.72e-02    2.3e-04
 582800    1.59e+00  1.31e+00    9.47e-03  9.56e-03    1.05e-01  8.64e-02    2.3e-04
 582900    1.53e+00  1.34e+00    1.04e-02  1.15e-02    1.01e-01  8.84e-02    2.3e-04
 583000    1.42e+00  1.39e+00    7.27e-03  6.74e-03    9.41e-02  9.24e-02    2.3e-04
 583100    9.20e-01  9.25e-01    2.67e-02  2.60e-02    5.71e-02  5.77e-02    2.3e-04
 583200    1.99e+00  1.89e+00    2.39e-03  2.18e-03    1.32e-01  1.25e-01    2.3e-04
 583300    8.58e-01  7.89e-01    3.44e-02  2.74e-02    5.40e-02  5.04e-02    2.3e-04
 583400    1.60e+00  1.37e+00    1.19e-02  9.98e-03    1.06e-01  9.05e-02    2.3e-04
 583500    1.52e+00  2.07e+00    1.48e-02  1.58e-02    1.00e-01  1.37e-01    2.3e-04
 583600    1.61e+00  1.45e+00    7.96e-03  6.06e-03    1.07e-01  9.62e-02    2.3e-04
 583700    1.27e+00  1.31e+00    4.18e-03  1.66e-03    8.44e-02  8.70e-02    2.3e-04
 583800    1.63e+00  1.49e+00    3.48e-02  3.57e-02    1.05e-01  9.51e-02    2.3e-04
 583900    1.79e+00  1.78e+00    6.37e-03  7.03e-03    1.19e-01  1.18e-01    2.3e-04
 584000    1.58e+00  1.26e+00    4.44e-03  9.12e-06    1.05e-01  8.37e-02    2.3e-04
 584100    1.63e+00  2.05e+00    1.56e-02  8.64e-03    1.08e-01  1.36e-01    2.3e-04
 584200    1.55e+00  1.82e+00    3.72e-03  5.87e-03    1.03e-01  1.21e-01    2.3e-04
 584300    1.52e+00  1.39e+00    7.29e-03  6.40e-03    1.01e-01  9.24e-02    2.3e-04
 584400    1.49e+00  1.42e+00    1.57e-02  1.59e-02    9.82e-02  9.38e-02    2.3e-04
 584500    1.66e+00  1.61e+00    2.68e-03  2.18e-03    1.10e-01  1.07e-01    2.3e-04
 584600    1.62e+00  1.54e+00    2.54e-03  2.05e-03    1.07e-01  1.02e-01    2.3e-04
 584700    1.52e+00  1.50e+00    2.66e-03  7.04e-04    1.01e-01  9.97e-02    2.3e-04
 584800    1.33e+00  1.39e+00    4.89e-03  2.42e-03    8.84e-02  9.24e-02    2.3e-04
 584900    1.28e+00  1.17e+00    4.01e-03  4.80e-03    8.50e-02  7.78e-02    2.3e-04
 585000    1.42e+00  1.12e+00    4.40e-03  5.26e-03    9.42e-02  7.42e-02    2.3e-04
 585100    1.49e+00  1.54e+00    9.99e-03  9.52e-03    9.83e-02  1.02e-01    2.3e-04
 585200    8.73e-01  8.13e-01    1.44e-02  1.42e-02    5.68e-02  5.27e-02    2.3e-04
 585300    1.61e+00  1.69e+00    7.31e-03  7.13e-03    1.07e-01  1.12e-01    2.3e-04
 585400    1.46e+00  1.36e+00    3.48e-03  9.98e-05    9.67e-02  9.02e-02    2.3e-04
 585500    2.02e+00  1.92e+00    6.33e-03  8.56e-03    1.34e-01  1.27e-01    2.3e-04
 585600    1.87e+00  1.76e+00    6.48e-03  4.76e-03    1.24e-01  1.17e-01    2.3e-04
 585700    1.27e+00  1.24e+00    1.08e-02  1.86e-03    8.36e-02  8.24e-02    2.3e-04
 585800    1.58e+00  1.52e+00    6.31e-03  1.14e-02    1.05e-01  1.01e-01    2.3e-04
 585900    1.48e+00  1.19e+00    4.87e-03  5.33e-03    9.84e-02  7.87e-02    2.3e-04
 586000    1.98e+00  1.90e+00    5.05e-03  4.34e-03    1.31e-01  1.26e-01    2.3e-04
 586100    1.49e+00  1.57e+00    1.47e-02  1.78e-02    9.85e-02  1.04e-01    2.3e-04
 586200    8.72e-01  1.02e+00    6.52e-03  2.45e-03    5.77e-02  6.76e-02    2.3e-04
 586300    2.05e+00  1.80e+00    2.50e-03  5.85e-04    1.36e-01  1.19e-01    2.3e-04
 586400    9.14e-01  8.41e-01    1.85e-02  2.34e-02    5.99e-02  5.45e-02    2.3e-04
 586500    1.61e+00  1.46e+00    5.72e-03  6.39e-03    1.07e-01  9.68e-02    2.3e-04
 586600    1.54e+00  1.87e+00    3.38e-03  6.73e-03    1.02e-01  1.24e-01    2.3e-04
 586700    1.60e+00  1.49e+00    4.14e-03  3.19e-03    1.06e-01  9.88e-02    2.3e-04
 586800    9.45e-01  9.14e-01    4.18e-03  3.99e-03    6.27e-02  6.06e-02    2.3e-04
 586900    1.44e+00  1.48e+00    1.16e-03  2.81e-04    9.53e-02  9.82e-02    2.3e-04
 587000    8.40e-01  7.78e-01    2.80e-03  3.36e-03    5.57e-02  5.16e-02    2.3e-04
 587100    1.49e+00  1.65e+00    9.70e-03  9.48e-03    9.89e-02  1.09e-01    2.3e-04
 587200    1.59e+00  1.36e+00    5.21e-03  6.63e-03    1.06e-01  9.05e-02    2.3e-04
 587300    1.39e+00  1.49e+00    4.91e-03  8.26e-04    9.25e-02  9.88e-02    2.3e-04
 587400    1.53e+00  1.51e+00    3.50e-03  2.13e-03    1.01e-01  1.00e-01    2.3e-04
 587500    1.52e+00  1.45e+00    8.78e-03  1.23e-02    1.01e-01  9.58e-02    2.3e-04
 587600    9.36e-01  9.33e-01    3.71e-02  3.85e-02    5.90e-02  5.86e-02    2.3e-04
 587700    1.62e+00  1.62e+00    3.03e-03  1.86e-03    1.08e-01  1.07e-01    2.3e-04
 587800    8.54e-01  8.45e-01    9.30e-03  8.93e-03    5.62e-02  5.56e-02    2.3e-04
 587900    1.92e+00  1.88e+00    1.41e-02  1.32e-02    1.27e-01  1.25e-01    2.3e-04
 588000    1.64e+00  1.37e+00    1.09e-02  9.10e-03    1.09e-01  9.06e-02    2.3e-04
 588100    1.27e+00  1.18e+00    2.26e-02  2.02e-02    8.27e-02  7.71e-02    2.3e-04
 588200    1.59e+00  1.88e+00    8.70e-03  1.42e-02    1.05e-01  1.24e-01    2.3e-04
 588300    1.38e+00  1.41e+00    1.72e-02  1.73e-02    9.09e-02  9.34e-02    2.3e-04
 588400    1.57e+00  1.71e+00    2.47e-03  1.24e-03    1.04e-01  1.14e-01    2.3e-04
 588500    1.57e+00  1.51e+00    3.95e-03  5.62e-03    1.04e-01  1.00e-01    2.3e-04
 588600    7.76e-01  6.95e-01    1.17e-02  7.87e-03    5.12e-02  4.60e-02    2.3e-04
 588700    1.99e+00  1.98e+00    1.11e-02  1.11e-02    1.32e-01  1.31e-01    2.3e-04
 588800    1.34e+00  1.48e+00    3.94e-03  1.81e-04    8.89e-02  9.85e-02    2.3e-04
 588900    1.26e+00  1.16e+00    3.89e-03  1.49e-03    8.35e-02  7.73e-02    2.3e-04
 589000    1.48e+00  1.54e+00    1.99e-03  2.24e-03    9.81e-02  1.02e-01    2.3e-04
 589100    9.19e-01  1.03e+00    2.45e-02  1.81e-02    5.77e-02  6.66e-02    2.3e-04
 589200    1.43e+00  1.27e+00    5.80e-03  5.90e-03    9.45e-02  8.39e-02    2.3e-04
 589300    1.35e+00  1.45e+00    2.39e-03  1.98e-03    8.96e-02  9.61e-02    2.3e-04
 589400    1.66e+00  1.60e+00    2.43e-03  2.59e-03    1.10e-01  1.06e-01    2.3e-04
 589500    8.17e-01  7.54e-01    7.77e-03  7.56e-03    5.41e-02  4.99e-02    2.3e-04
 589600    8.48e-01  8.27e-01    8.38e-03  8.91e-03    5.59e-02  5.44e-02    2.3e-04
 589700    1.60e+00  1.46e+00    1.02e-02  9.46e-03    1.06e-01  9.66e-02    2.3e-04
 589800    8.48e-01  8.35e-01    9.16e-03  8.72e-03    5.58e-02  5.50e-02    2.3e-04
 589900    1.57e+00  1.43e+00    5.57e-02  4.96e-02    9.97e-02  9.11e-02    2.3e-04
 590000    7.66e-01  6.33e-01    9.48e-03  9.71e-03    5.07e-02  4.17e-02    2.3e-04
 590100    1.45e+00  1.27e+00    1.40e-03  1.23e-06    9.61e-02  8.47e-02    2.3e-04
 590200    1.96e+00  1.79e+00    2.72e-03  3.28e-03    1.30e-01  1.19e-01    2.3e-04
 590300    1.59e+00  1.71e+00    7.51e-03  5.14e-03    1.05e-01  1.14e-01    2.3e-04
 590400    1.90e+00  1.99e+00    5.82e-03  6.16e-03    1.26e-01  1.32e-01    2.3e-04
 590500    8.90e-01  1.00e+00    1.39e-03  2.78e-03    5.91e-02  6.65e-02    2.3e-04
 590600    1.63e+00  1.49e+00    3.23e-03  4.46e-03    1.08e-01  9.91e-02    2.3e-04
 590700    2.04e+00  2.35e+00    1.82e-03  4.09e-04    1.35e-01  1.56e-01    2.3e-04
 590800    1.44e+00  1.57e+00    4.80e-03  6.61e-03    9.56e-02  1.04e-01    2.3e-04
 590900    1.53e+00  1.79e+00    7.58e-03  4.53e-03    1.02e-01  1.19e-01    2.3e-04
 591000    1.49e+00  1.46e+00    2.86e-03  6.03e-04    9.89e-02  9.67e-02    2.3e-04
 591100    1.53e+00  1.62e+00    1.27e-02  1.18e-02    1.01e-01  1.07e-01    2.3e-04
 591200    1.61e+00  1.34e+00    3.59e-03  4.41e-03    1.07e-01  8.92e-02    2.3e-04
 591300    2.05e+00  1.96e+00    7.62e-03  4.99e-03    1.36e-01  1.30e-01    2.3e-04
 591400    1.47e+00  1.25e+00    5.11e-03  4.83e-03    9.77e-02  8.31e-02    2.3e-04
 591500    1.52e+00  1.53e+00    2.97e-02  3.04e-02    9.82e-02  9.86e-02    2.3e-04
 591600    9.43e-01  9.10e-01    1.58e-02  1.61e-02    6.13e-02  5.90e-02    2.3e-04
 591700    1.69e+00  1.66e+00    1.18e-02  1.14e-02    1.12e-01  1.10e-01    2.3e-04
 591800    1.47e+00  1.65e+00    2.27e-02  2.06e-02    9.63e-02  1.09e-01    2.3e-04
 591900    1.55e+00  1.50e+00    2.07e-02  1.60e-02    1.02e-01  9.91e-02    2.3e-04
 592000    8.30e-01  7.83e-01    1.74e-03  1.13e-03    5.51e-02  5.20e-02    2.3e-04
 592100    1.59e+00  1.43e+00    2.97e-03  1.63e-03    1.05e-01  9.48e-02    2.3e-04
 592200    1.64e+00  1.84e+00    6.40e-03  5.46e-03    1.09e-01  1.22e-01    2.3e-04
 592300    1.59e+00  1.57e+00    3.72e-03  3.60e-04    1.06e-01  1.04e-01    2.3e-04
 592400    1.61e+00  1.47e+00    6.78e-03  1.12e-02    1.07e-01  9.73e-02    2.3e-04
 592500    1.54e+00  1.96e+00    1.97e-02  1.42e-02    1.01e-01  1.30e-01    2.3e-04
 592600    8.69e-01  9.40e-01    1.58e-02  1.41e-02    5.63e-02  6.14e-02    2.3e-04
 592700    8.57e-01  8.04e-01    1.66e-02  1.63e-02    5.53e-02  5.17e-02    2.3e-04
 592800    1.60e+00  1.63e+00    5.16e-03  5.34e-03    1.06e-01  1.08e-01    2.3e-04
 592900    1.54e+00  1.47e+00    4.29e-03  2.49e-04    1.02e-01  9.74e-02    2.3e-04
 593000    1.47e+00  1.28e+00    7.63e-03  6.42e-03    9.77e-02  8.51e-02    2.3e-04
 593100    1.62e+00  1.59e+00    1.46e-02  1.35e-02    1.07e-01  1.05e-01    2.3e-04
 593200    7.68e-01  7.58e-01    1.67e-02  1.81e-02    5.02e-02  4.95e-02    2.3e-04
 593300    1.97e+00  1.98e+00    1.43e-03  2.26e-03    1.31e-01  1.31e-01    2.3e-04
 593400    1.63e+00  1.42e+00    3.92e-03  1.72e-03    1.08e-01  9.42e-02    2.3e-04
 593500    1.45e+00  1.63e+00    9.19e-03  1.14e-02    9.61e-02  1.08e-01    2.3e-04
 593600    8.57e-01  8.31e-01    1.69e-03  9.23e-04    5.69e-02  5.52e-02    2.3e-04
 593700    1.44e+00  1.26e+00    1.48e-03  2.94e-03    9.56e-02  8.37e-02    2.3e-04
 593800    8.47e-01  8.31e-01    3.02e-03  2.25e-03    5.62e-02  5.52e-02    2.3e-04
 593900    1.62e+00  1.39e+00    2.90e-03  1.39e-03    1.07e-01  9.24e-02    2.3e-04
 594000    1.60e+00  1.33e+00    2.78e-03  2.42e-03    1.06e-01  8.82e-02    2.3e-04
 594100    1.58e+00  1.94e+00    5.90e-03  6.51e-03    1.05e-01  1.29e-01    2.3e-04
 594200    1.58e+00  1.51e+00    1.58e-02  1.36e-02    1.04e-01  9.99e-02    2.3e-04
 594300    8.35e-01  1.01e+00    5.71e-03  7.14e-03    5.53e-02  6.69e-02    2.3e-04
 594400    1.64e+00  1.84e+00    1.30e-02  1.07e-02    1.08e-01  1.22e-01    2.3e-04
 594500    8.65e-01  8.48e-01    2.95e-02  3.17e-02    5.53e-02  5.38e-02    2.3e-04
 594600    1.44e+00  1.22e+00    9.11e-03  2.55e-03    9.52e-02  8.08e-02    2.3e-04
 594700    1.36e+00  1.33e+00    8.70e-03  7.51e-03    9.02e-02  8.85e-02    2.3e-04
 594800    1.61e+00  1.40e+00    4.83e-03  9.49e-04    1.07e-01  9.28e-02    2.3e-04
 594900    8.34e-01  9.08e-01    4.09e-03  5.12e-03    5.53e-02  6.02e-02    2.3e-04
 595000    1.34e+00  1.30e+00    4.09e-03  5.25e-04    8.92e-02  8.63e-02    2.3e-04
 595100    1.99e+00  1.93e+00    8.17e-03  7.41e-03    1.32e-01  1.28e-01    2.3e-04
 595200    1.61e+00  1.57e+00    5.11e-03  5.84e-04    1.07e-01  1.04e-01    2.3e-04
 595300    1.35e+00  1.25e+00    5.04e-03  1.05e-02    8.97e-02  8.27e-02    2.3e-04
 595400    1.53e+00  1.42e+00    4.19e-03  6.85e-04    1.02e-01  9.46e-02    2.3e-04
 595500    1.50e+00  1.67e+00    4.99e-03  4.99e-03    9.98e-02  1.11e-01    2.3e-04
 595600    9.25e-01  9.02e-01    2.70e-02  2.57e-02    5.74e-02  5.61e-02    2.3e-04
 595700    1.64e+00  1.53e+00    5.25e-03  5.20e-03    1.09e-01  1.01e-01    2.3e-04
 595800    1.30e+00  1.31e+00    7.95e-03  5.99e-03    8.59e-02  8.67e-02    2.3e-04
 595900    1.61e+00  1.32e+00    3.00e-03  1.91e-03    1.07e-01  8.79e-02    2.3e-04
 596000    2.34e+00  2.50e+00    4.92e-03  4.21e-03    1.55e-01  1.66e-01    2.3e-04
 596100    1.36e+00  1.39e+00    4.40e-03  9.29e-04    9.04e-02  9.23e-02    2.3e-04
 596200    8.53e-01  8.64e-01    1.24e-03  1.52e-03    5.66e-02  5.73e-02    2.3e-04
 596300    1.42e+00  1.23e+00    5.48e-03  7.31e-03    9.42e-02  8.18e-02    2.3e-04
 596400    2.24e+00  2.33e+00    3.73e-03  3.65e-04    1.49e-01  1.55e-01    2.3e-04
 596500    1.61e+00  1.43e+00    3.80e-03  6.16e-03    1.07e-01  9.49e-02    2.3e-04
 596600    1.99e+00  2.29e+00    1.43e-03  4.76e-05    1.32e-01  1.52e-01    2.3e-04
 596700    1.49e+00  1.54e+00    1.74e-02  1.71e-02    9.83e-02  1.02e-01    2.3e-04
 596800    1.72e+00  1.35e+00    4.36e-03  3.64e-03    1.14e-01  8.99e-02    2.3e-04
 596900    1.51e+00  1.86e+00    8.80e-03  6.67e-03    9.99e-02  1.23e-01    2.3e-04
 597000    1.52e+00  1.81e+00    1.77e-02  2.05e-02    1.00e-01  1.19e-01    2.3e-04
 597100    7.76e-01  7.87e-01    1.15e-02  8.01e-03    5.12e-02  5.21e-02    2.3e-04
 597200    1.61e+00  1.50e+00    6.61e-03  5.80e-03    1.07e-01  9.96e-02    2.3e-04
 597300    7.80e-01  7.84e-01    1.34e-02  1.31e-02    5.13e-02  5.16e-02    2.3e-04
 597400    1.68e+00  1.40e+00    3.17e-03  2.00e-03    1.12e-01  9.28e-02    2.3e-04
 597500    8.58e-01  7.52e-01    5.61e-03  6.94e-03    5.69e-02  4.98e-02    2.3e-04
 597600    1.40e+00  1.30e+00    8.19e-03  8.12e-03    9.29e-02  8.62e-02    2.3e-04
 597700    1.38e+00  1.40e+00    2.26e-02  2.67e-02    9.08e-02  9.16e-02    2.3e-04
 597800    1.59e+00  1.54e+00    3.46e-03  3.48e-03    1.06e-01  1.03e-01    2.3e-04
 597900    1.64e+00  1.53e+00    9.52e-03  8.39e-03    1.09e-01  1.02e-01    2.3e-04
 598000    1.44e+00  6.50e-01    3.13e-02  3.13e-02    9.42e-02  3.99e-02    2.3e-04
 598100    1.50e+00  1.27e+00    6.06e-03  5.88e-03    9.92e-02  8.45e-02    2.3e-04
 598200    1.31e+00  1.41e+00    1.92e-02  1.40e-02    8.58e-02  9.28e-02    2.3e-04
 598300    1.93e+00  1.93e+00    1.22e-02  1.09e-02    1.28e-01  1.28e-01    2.3e-04
 598400    1.45e+00  1.37e+00    8.79e-03  8.89e-03    9.63e-02  9.07e-02    2.3e-04
 598500    1.40e+00  1.41e+00    6.32e-03  8.06e-03    9.29e-02  9.36e-02    2.3e-04
 598600    8.47e-01  7.95e-01    8.83e-03  8.98e-03    5.58e-02  5.23e-02    2.3e-04
 598700    1.30e+00  1.22e+00    1.09e-02  5.07e-03    8.61e-02  8.06e-02    2.3e-04
 598800    1.60e+00  1.39e+00    7.39e-03  7.30e-03    1.06e-01  9.23e-02    2.3e-04
 598900    1.58e+00  1.30e+00    6.04e-03  5.34e-03    1.05e-01  8.63e-02    2.3e-04
 599000    1.49e+00  1.54e+00    5.29e-03  6.91e-03    9.91e-02  1.02e-01    2.3e-04
 599100    8.80e-01  9.00e-01    3.27e-03  7.17e-04    5.84e-02  5.98e-02    2.3e-04
 599200    1.53e+00  1.99e+00    1.98e-03  2.07e-04    1.02e-01  1.32e-01    2.3e-04
 599300    1.60e+00  1.70e+00    2.73e-03  3.87e-03    1.06e-01  1.13e-01    2.3e-04
 599400    8.50e-01  7.78e-01    5.13e-03  4.20e-04    5.63e-02  5.17e-02    2.3e-04
 599500    1.60e+00  1.41e+00    2.27e-03  2.09e-03    1.07e-01  9.34e-02    2.3e-04
 599600    1.52e+00  1.58e+00    3.16e-03  3.67e-04    1.01e-01  1.05e-01    2.3e-04
 599700    1.61e+00  1.60e+00    9.45e-03  8.27e-03    1.07e-01  1.06e-01    2.3e-04
 599800    1.52e+00  1.37e+00    6.81e-03  2.97e-03    1.01e-01  9.11e-02    2.3e-04
 599900    1.54e+00  1.69e+00    9.43e-03  3.27e-03    1.02e-01  1.13e-01    2.3e-04
 600000    1.46e+00  1.42e+00    4.91e-03  3.79e-03    9.92e-02  9.65e-02    2.1e-04
 600100    2.25e+00  2.54e+00    4.80e-03  2.76e-03    1.53e-01  1.73e-01    2.1e-04
 600200    1.88e+00  2.11e+00    6.19e-03  4.91e-03    1.28e-01  1.44e-01    2.1e-04
 600300    1.53e+00  1.49e+00    3.75e-03  2.73e-03    1.04e-01  1.01e-01    2.1e-04
 600400    1.56e+00  1.82e+00    3.56e-03  7.10e-03    1.06e-01  1.24e-01    2.1e-04
 600500    1.47e+00  1.19e+00    1.58e-03  1.56e-03    1.00e-01  8.09e-02    2.1e-04
 600600    1.40e+00  1.58e+00    3.59e-03  5.18e-03    9.54e-02  1.08e-01    2.1e-04
 600700    1.73e+00  1.74e+00    7.73e-03  3.60e-03    1.18e-01  1.18e-01    2.1e-04
 600800    8.62e-01  8.24e-01    1.60e-02  1.82e-02    5.72e-02  5.40e-02    2.1e-04
 600900    1.48e+00  1.80e+00    3.34e-03  6.14e-03    1.01e-01  1.22e-01    2.1e-04
 601000    1.63e+00  1.38e+00    1.57e-02  1.24e-02    1.11e-01  9.34e-02    2.1e-04
 601100    1.62e+00  1.76e+00    8.55e-03  1.84e-03    1.10e-01  1.20e-01    2.1e-04
 601200    5.91e-01  7.20e-01    7.13e-03  7.88e-03    4.03e-02  4.91e-02    2.1e-04
 601300    1.85e+00  1.87e+00    1.15e-02  1.04e-02    1.26e-01  1.27e-01    2.1e-04
 601400    1.56e+00  1.30e+00    3.97e-03  2.73e-03    1.06e-01  8.86e-02    2.1e-04
 601500    1.48e+00  1.50e+00    7.06e-03  9.38e-03    1.00e-01  1.02e-01    2.1e-04
 601600    1.45e+00  1.52e+00    5.45e-03  8.81e-03    9.88e-02  1.03e-01    2.1e-04
 601700    1.23e+00  1.32e+00    6.31e-03  3.36e-04    8.37e-02  8.98e-02    2.1e-04
 601800    8.36e-01  8.38e-01    9.01e-03  9.03e-03    5.64e-02  5.66e-02    2.1e-04
 601900    1.73e+00  1.86e+00    3.05e-03  1.32e-03    1.18e-01  1.26e-01    2.1e-04
 602000    1.56e+00  1.53e+00    1.81e-02  1.66e-02    1.05e-01  1.03e-01    2.1e-04
 602100    1.56e+00  1.21e+00    2.97e-03  6.29e-04    1.06e-01  8.22e-02    2.1e-04
 602200    8.13e-01  7.80e-01    6.36e-03  4.97e-03    5.52e-02  5.30e-02    2.1e-04
 602300    8.12e-01  1.05e+00    3.21e-03  3.17e-03    5.53e-02  7.16e-02    2.1e-04
 602400    1.59e+00  1.62e+00    7.80e-03  5.54e-03    1.08e-01  1.10e-01    2.1e-04
 602500    1.79e+00  1.54e+00    7.82e-03  6.54e-03    1.22e-01  1.05e-01    2.1e-04
 602600    1.87e+00  1.96e+00    1.55e-03  6.32e-04    1.27e-01  1.34e-01    2.1e-04
 602700    1.26e+00  1.27e+00    5.62e-03  5.09e-03    8.57e-02  8.65e-02    2.1e-04
 602800    1.55e+00  1.62e+00    4.28e-03  6.93e-03    1.05e-01  1.10e-01    2.1e-04
 602900    1.85e+00  1.53e+00    1.83e-02  2.15e-02    1.25e-01  1.03e-01    2.1e-04
 603000    1.46e+00  1.31e+00    2.70e-03  1.29e-04    9.96e-02  8.91e-02    2.1e-04
 603100    1.56e+00  1.46e+00    1.38e-02  1.12e-02    1.06e-01  9.91e-02    2.1e-04
 603200    1.61e+00  1.40e+00    5.98e-03  3.36e-03    1.09e-01  9.54e-02    2.1e-04
 603300    7.68e-01  6.88e-01    1.10e-02  7.17e-03    5.20e-02  4.67e-02    2.1e-04
